zip,count,new_rate_10k,date,zipcode,name,state_abbrev,area,totpop_cy,medhinc_cy
97140,2,5.7582,2020-06-17,97140,Sherwood,OR,44.5113598348181,28791,103356
97225,2,5.2172,2020-06-17,97225,Portland,OR,6.71961076398565,26086,89522
97702,1,4.9732,2020-06-17,97702,Bend,OR,132.365304370722,49732,70425
97007,1,4.8506,2020-06-17,97007,Beaverton,OR,17.7854705085801,48506,100221
97218,3,4.7484,2020-06-17,97218,Portland,OR,10.933331212801,15828,59510
97024,4,4.6592,2020-06-17,97024,Fairview,OR,4.18615660806631,11648,57991
97015,2,4.5266,2020-06-17,97015,Clackamas,OR,8.93667288867039,22633,74846
97330,1,4.4576,2020-06-17,97330,Corvallis,OR,83.6455129006939,44576,54916
97741,3,4.1592,2020-06-17,97741,Madras,OR,413.425575230265,13864,50018
97027,3,3.8997,2020-06-17,97027,Gladstone,OR,2.53169545588836,12999,68497
97477,1,3.8563,2020-06-17,97477,Springfield,OR,13.0979783328779,38563,42555
97355,1,3.1285,2020-06-17,97355,Lebanon,OR,210.670447169973,31285,51381
97068,1,3.0486,2020-06-17,97068,"West Linn",OR,23.7339287314379,30486,114441
97070,1,2.5311,2020-06-17,97070,Wilsonville,OR,18.7799103406834,25311,80835
97055,1,1.9698,2020-06-17,97055,Sandy,OR,129.602002231481,19698,74114
97103,1,1.8266,2020-06-17,97103,Astoria,OR,239.295466811066,18266,56160
97215,1,1.8096,2020-06-17,97215,Portland,OR,2.33325423380893,18096,85750
97201,1,1.7534,2020-06-17,97201,Portland,OR,1.91677186068537,17534,56236
97381,1,1.6663,2020-06-17,97381,Silverton,OR,174.570771341952,16663,71467
97761,5,1.5225,2020-06-17,97761,"Warm Springs",OR,475.68087955937,3045,49387
97383,1,1.0344,2020-06-17,97383,Stayton,OR,51.2844375073337,10344,55632
97362,2,1.0068,2020-06-17,97362,"Mount Angel",OR,21.3120288457216,5034,53086
97325,1,0.7403,2020-06-17,97325,Aumsville,OR,32.2191746485237,7403,66567
97032,1,0.5433,2020-06-17,97032,Hubbard,OR,18.9248526835487,5433,61752
97026,1,0.4153,2020-06-17,97026,Gervais,OR,38.6904693240725,4153,63861
97005,0,0.0,2020-06-17,97005,Beaverton,OR,5.55325797447222,28309,54232
97018,0,0.0,2020-06-17,97018,"Columbia City",OR,2.04488162679004,2153,60643
97021,0,0.0,2020-06-17,97021,Dufur,OR,347.081424871994,1416,58262
97022,0,0.0,2020-06-17,97022,"Eagle Creek",OR,23.8678832823901,3852,75311
97049,0,0.0,2020-06-17,97049,Rhododendron,OR,91.5863909633061,2251,72083
97054,0,0.0,2020-06-17,97054,"Deer Island",OR,42.3619066571837,1644,71903
97063,0,0.0,2020-06-17,97063,"Tygh Valley",OR,160.339533519498,1066,43224
97067,0,0.0,2020-06-17,97067,Welches,OR,27.8987792260179,2046,79013
97107,0,0.0,2020-06-17,97107,"Bay City",OR,24.3944110537478,1587,57057
97110,0,0.0,2020-06-17,97110,"Cannon Beach",OR,10.2355296015654,1713,59314
97111,0,0.0,2020-06-17,97111,Carlton,OR,39.6472672675319,3554,72753
97112,0,0.0,2020-06-17,97112,Cloverdale,OR,98.2490579434292,2263,51011
97136,0,0.0,2020-06-17,97136,"Rockaway Beach",OR,27.1921385575478,1895,39354
97137,0,0.0,2020-06-17,97137,"Saint Paul",OR,37.7392153035628,1250,82775
97146,0,0.0,2020-06-17,97146,Warrenton,OR,20.5480977205662,6424,56436
97224,0,0.0,2020-06-17,97224,Portland,OR,8.99561706980357,37413,78136
97322,0,0.0,2020-06-17,97322,Albany,OR,66.1532586379949,37145,49169
97324,0,0.0,2020-06-17,97324,Alsea,OR,196.401763638428,1212,58972
97344,0,0.0,2020-06-17,97344,"Falls City",OR,236.294473687324,1216,49123
97358,0,0.0,2020-06-17,97358,Lyons,OR,41.730801829922,2960,65701
97376,0,0.0,2020-06-17,97376,"Seal Rock",OR,62.7021658087819,1707,46445
97385,0,0.0,2020-06-17,97385,Sublimity,OR,33.2346763206548,3527,67784
97401,0,0.0,2020-06-17,97401,Eugene,OR,9.37509235079675,45841,37586
97405,0,0.0,2020-06-17,97405,Eugene,OR,112.221940186477,47657,66133
97411,0,0.0,2020-06-17,97411,Bandon,OR,136.503974691971,7906,35720
97419,0,0.0,2020-06-17,97419,Cheshire,OR,31.1848309442258,1186,63300
97423,0,0.0,2020-06-17,97423,Coquille,OR,112.685711575054,6854,39358
97431,0,0.0,2020-06-17,97431,Dexter,OR,93.9206749186528,3005,68076
97435,0,0.0,2020-06-17,97435,Drain,OR,225.132961369654,2360,46710
97437,0,0.0,2020-06-17,97437,Elmira,OR,24.3430287863244,3035,59021
97438,0,0.0,2020-06-17,97438,"Fall Creek",OR,272.844239917572,1413,63230
97442,0,0.0,2020-06-17,97442,Glendale,OR,350.806425641259,2491,46523
97443,0,0.0,2020-06-17,97443,Glide,OR,921.051339479172,2614,57841
97449,0,0.0,2020-06-17,97449,Lakeside,OR,45.6042610563694,2029,39372
97452,0,0.0,2020-06-17,97452,Lowell,OR,29.8186964368451,1661,58503
97454,0,0.0,2020-06-17,97454,Marcola,OR,84.9298153714012,1527,72283
97455,0,0.0,2020-06-17,97455,"Pleasant Hill",OR,19.487804391789,2332,72818
97456,0,0.0,2020-06-17,97456,Monroe,OR,104.731561713054,3122,59770
97458,0,0.0,2020-06-17,97458,"Myrtle Point",OR,527.055225251448,4774,42761
97459,0,0.0,2020-06-17,97459,"North Bend",OR,317.289280830006,14881,45092
97463,0,0.0,2020-06-17,97463,Oakridge,OR,1108.31774477111,4347,40287
97465,0,0.0,2020-06-17,97465,"Port Orford",OR,117.807090831625,2344,34346
97488,0,0.0,2020-06-17,97488,Vida,OR,206.094047026803,1150,56463
97497,0,0.0,2020-06-17,97497,"Wolf Creek",OR,103.544759378236,1592,44954
97498,0,0.0,2020-06-17,97498,Yachats,OR,95.4877107311338,1977,44404
97499,0,0.0,2020-06-17,97499,Yoncalla,OR,128.918210235637,2037,45827
97502,0,0.0,2020-06-17,97502,"Central Point",OR,82.2044501335604,29656,55522
97503,0,0.0,2020-06-17,97503,"White City",OR,60.3128732320419,12041,53263
97520,0,0.0,2020-06-17,97520,Ashland,OR,650.448522966211,27164,57290
97526,0,0.0,2020-06-17,97526,"Grants Pass",OR,243.846756990657,36281,48330
97530,0,0.0,2020-06-17,97530,Jacksonville,OR,417.319009797209,7965,60279
97532,0,0.0,2020-06-17,97532,Merlin,OR,320.292925565146,2674,55284
97537,0,0.0,2020-06-17,97537,"Rogue River",OR,213.780221461063,7431,48920
97538,0,0.0,2020-06-17,97538,Selma,OR,197.730297682718,2720,46611
97539,0,0.0,2020-06-17,97539,"Shady Cove",OR,10.6136023700573,3838,40585
97541,0,0.0,2020-06-17,97541,Trail,OR,196.370849013413,1483,47643
97544,0,0.0,2020-06-17,97544,Williams,OR,116.53943350706,2313,42673
97641,0,0.0,2020-06-17,97641,"Christmas Valley",OR,897.061410226224,1261,27358
97701,0,0.0,2020-06-17,97701,Bend,OR,333.335024057135,40102,60820
97703,0,0.0,2020-06-17,97703,Bend,OR,209.628363892125,30996,78610
97738,0,0.0,2020-06-17,97738,Hines,OR,1163.67684718508,2093,51069
97753,0,0.0,2020-06-17,97753,"Powell Butte",OR,120.061302421717,2459,72838
97756,0,0.0,2020-06-17,97756,Redmond,OR,98.7445915875537,40200,56928
97759,0,0.0,2020-06-17,97759,Sisters,OR,415.158671772103,7793,75337
97818,0,0.0,2020-06-17,97818,Boardman,OR,239.125020719744,4645,54928
97820,0,0.0,2020-06-17,97820,"Canyon City",OR,160.267551419596,1238,56040
97826,0,0.0,2020-06-17,97826,Echo,OR,265.413747984774,1335,53454
97827,0,0.0,2020-06-17,97827,Elgin,OR,412.153827971747,3301,41728
97862,0,0.0,2020-06-17,97862,"Milton Freewater",OR,312.696971532913,11565,46821
97865,0,0.0,2020-06-17,97865,"Mount Vernon",OR,352.000365480287,1086,37356
97869,0,0.0,2020-06-17,97869,"Prairie City",OR,694.192178115562,1064,39081
97885,0,0.0,2020-06-17,97885,Wallowa,OR,535.06213387983,1508,51842
97321,-1,-2.7837,2020-06-17,97321,Albany,OR,75.2305488907682,27837,68304
97850,135,235.548,2020-06-24,97850,"La Grande",OR,863.241653582023,17448,42768
97236,56,222.4824,2020-06-24,97236,Portland,OR,7.56497957853936,39729,53217
97233,49,212.4836,2020-06-24,97233,Portland,OR,4.70276841896393,43364,44978
97123,38,188.518,2020-06-24,97123,Hillsboro,OR,56.0120216624948,49610,78935
97838,68,179.5812,2020-06-24,97838,Hermiston,OR,149.909098157205,26409,53832
97045,31,176.1048,2020-06-24,97045,"Oregon City",OR,86.8540690401142,56808,80390
97301,30,172.494,2020-06-24,97301,Salem,OR,11.2504876292894,57498,43425
97303,33,140.4018,2020-06-24,97303,Salem,OR,23.5161318208895,42546,61298
97124,23,125.9595,2020-06-24,97124,Hillsboro,OR,44.7373082281095,54765,88896
97306,36,109.4076,2020-06-24,97306,Salem,OR,33.1631468359043,30391,75599
97230,23,97.4027,2020-06-24,97230,Portland,OR,10.6941806300882,42349,55153
97229,11,77.748,2020-06-24,97229,Portland,OR,19.3911836373978,70680,119453
97305,17,74.0401,2020-06-24,97305,Salem,OR,47.9919312146601,43553,48604
97080,16,73.8,2020-06-24,97080,Gresham,OR,22.5367931854277,46125,75213
97062,24,72.0168,2020-06-24,97062,Tualatin,OR,14.7521473141031,30007,86250
97206,13,66.7199,2020-06-24,97206,Portland,OR,6.47120363521073,51323,62204
97365,59,65.6729,2020-06-24,97365,Newport,OR,31.7394248606074,11131,46167
97007,13,63.0578,2020-06-24,97007,Beaverton,OR,17.7854705085801,48506,100221
97223,12,61.4736,2020-06-24,97223,Portland,OR,10.9526555550035,51228,83752
97302,15,61.185,2020-06-24,97302,Salem,OR,24.242351044718,40790,64161
97211,15,51.1275,2020-06-24,97211,Portland,OR,6.68439653946473,34085,80640
97601,21,49.5222,2020-06-24,97601,"Klamath Falls",OR,882.99107448628,23582,36080
97203,12,42.7908,2020-06-24,97203,Portland,OR,11.3519900967709,35659,57817
97006,9,40.311,2020-06-24,97006,Beaverton,OR,6.96620870101866,44790,78544
97220,12,40.008,2020-06-24,97220,Portland,OR,7.68595224493517,33340,53408
97071,12,37.9236,2020-06-24,97071,Woodburn,OR,57.0083478387998,31603,53329
97222,9,33.5277,2020-06-24,97222,Portland,OR,8.77269824640158,37253,58020
97266,9,33.1848,2020-06-24,97266,Portland,OR,6.22534838462095,36872,46821
97013,13,32.9589,2020-06-24,97013,Canby,OR,60.3126390462049,25353,76479
97035,13,32.4324,2020-06-24,97035,"Lake Oswego",OR,6.31803889599612,24948,101507
97603,10,31.146,2020-06-24,97603,"Klamath Falls",OR,350.172343989018,31146,44512
97078,12,30.9636,2020-06-24,97078,Beaverton,OR,7.45919366438412,25803,67159
97224,8,29.9304,2020-06-24,97224,Portland,OR,8.99561706980357,37413,78136
97030,7,28.2569,2020-06-24,97030,Gresham,OR,7.21237632695326,40367,52440
97401,6,27.5046,2020-06-24,97401,Eugene,OR,9.37509235079675,45841,37586
97317,10,26.164,2020-06-24,97317,Salem,OR,54.4089265038736,26164,59502
97202,6,25.8138,2020-06-24,97202,Portland,OR,6.45230355394679,43023,71733
97005,9,25.4781,2020-06-24,97005,Beaverton,OR,5.55325797447222,28309,54232
97219,6,24.9768,2020-06-24,97219,Portland,OR,11.7849159790826,41628,100306
97060,11,24.2825,2020-06-24,97060,Troutdale,OR,17.3397775572849,22075,70029
97218,15,23.742,2020-06-24,97218,Portland,OR,10.933331212801,15828,59510
97116,8,23.1864,2020-06-24,97116,"Forest Grove",OR,68.8593418357364,28983,62657
97267,7,22.8592,2020-06-24,97267,Portland,OR,7.58717075062981,32656,71640
97003,7,22.1305,2020-06-24,97003,Beaverton,OR,4.5660289468645,31615,72734
97914,11,21.3268,2020-06-24,97914,Ontario,OR,200.505792931874,19388,37363
97216,12,20.886,2020-06-24,97216,Portland,OR,2.49739773221441,17405,50559
97304,6,19.101,2020-06-24,97304,Salem,OR,61.7361312641532,31835,66749
97217,5,18.1055,2020-06-24,97217,Portland,OR,10.6222520893604,36211,69277
97213,5,15.785,2020-06-24,97213,Portland,OR,3.97752784955941,31570,73860
97113,10,15.182,2020-06-24,97113,Cornelius,OR,33.7133882926189,15182,62923
97702,3,14.9196,2020-06-24,97702,Bend,OR,132.365304370722,49732,70425
97058,7,14.8442,2020-06-24,97058,"The Dalles",OR,336.440385431871,21206,51778
97086,4,13.074,2020-06-24,97086,"Happy Valley",OR,10.1481203049254,32685,98590
97882,15,12.8325,2020-06-24,97882,Umatilla,OR,21.5603927785969,8555,51073
97132,4,12.5516,2020-06-24,97132,Newberg,OR,63.2182799357448,31379,71141
97209,6,12.3678,2020-06-24,97209,Portland,OR,1.05363360339782,20613,73208
97502,4,11.8624,2020-06-24,97502,"Central Point",OR,82.2044501335604,29656,55522
97140,4,11.5164,2020-06-24,97140,Sherwood,OR,44.5113598348181,28791,103356
97015,5,11.3165,2020-06-24,97015,Clackamas,OR,8.93667288867039,22633,74846
97038,6,10.3086,2020-06-24,97038,Molalla,OR,298.257087846743,17181,65790
97504,2,9.8056,2020-06-24,97504,Medford,OR,51.2395277919682,49028,56873
97068,3,9.1458,2020-06-24,97068,"West Linn",OR,23.7339287314379,30486,114441
97501,2,9.131,2020-06-24,97501,Medford,OR,42.3412006575402,45655,43006
97330,2,8.9152,2020-06-24,97330,Corvallis,OR,83.6455129006939,44576,54916
97089,6,8.385,2020-06-24,97089,Damascus,OR,22.1144784514842,13975,103250
97381,5,8.3315,2020-06-24,97381,Silverton,OR,174.570771341952,16663,71467
97031,4,7.8652,2020-06-24,97031,"Hood River",OR,199.283132569596,19663,63475
97225,3,7.8258,2020-06-24,97225,Portland,OR,6.71961076398565,26086,89522
97070,3,7.5933,2020-06-24,97070,Wilsonville,OR,18.7799103406834,25311,80835
97703,2,6.1992,2020-06-24,97703,Bend,OR,209.628363892125,30996,78610
97214,2,5.7146,2020-06-24,97214,Portland,OR,2.85922795051223,28573,59244
97741,4,5.5456,2020-06-24,97741,Madras,OR,413.425575230265,13864,50018
97402,1,5.4883,2020-06-24,97402,Eugene,OR,86.7558635149065,54883,44970
97701,1,4.0102,2020-06-24,97701,Bend,OR,333.335024057135,40102,60820
97128,1,3.9572,2020-06-24,97128,Mcminnville,OR,117.481372378274,39572,54784
97027,3,3.8997,2020-06-24,97027,Gladstone,OR,2.53169545588836,12999,68497
97215,2,3.6192,2020-06-24,97215,Portland,OR,2.33325423380893,18096,85750
97355,1,3.1285,2020-06-24,97355,Lebanon,OR,210.670447169973,31285,51381
97008,1,3.0336,2020-06-24,97008,Beaverton,OR,5.17317267762446,30336,71986
97321,1,2.7837,2020-06-24,97321,Albany,OR,75.2305488907682,27837,68304
97212,1,2.6886,2020-06-24,97212,Portland,OR,2.76480943755293,26886,101728
97024,2,2.3296,2020-06-24,97024,Fairview,OR,4.18615660806631,11648,57991
97818,4,1.858,2020-06-24,97818,Boardman,OR,239.125020719744,4645,54928
97761,6,1.827,2020-06-24,97761,"Warm Springs",OR,475.68087955937,3045,49387
97201,1,1.7534,2020-06-24,97201,Portland,OR,1.91677186068537,17534,56236
97325,2,1.4806,2020-06-24,97325,Aumsville,OR,32.2191746485237,7403,66567
97221,1,1.2641,2020-06-24,97221,Portland,OR,4.31003970887527,12641,113699
97002,2,1.214,2020-06-24,97002,Aurora,OR,40.0266217795295,6070,73623
97503,1,1.2041,2020-06-24,97503,"White City",OR,60.3128732320419,12041,53263
97862,1,1.1565,2020-06-24,97862,"Milton Freewater",OR,312.696971532913,11565,46821
97383,1,1.0344,2020-06-24,97383,Stayton,OR,51.2844375073337,10344,55632
97026,2,0.8306,2020-06-24,97026,Gervais,OR,38.6904693240725,4153,63861
97032,1,0.5433,2020-06-24,97032,Hubbard,OR,18.9248526835487,5433,61752
97362,1,0.5034,2020-06-24,97362,"Mount Angel",OR,21.3120288457216,5034,53086
97021,0,0.0,2020-06-24,97021,Dufur,OR,347.081424871994,1416,58262
97022,0,0.0,2020-06-24,97022,"Eagle Creek",OR,23.8678832823901,3852,75311
97049,0,0.0,2020-06-24,97049,Rhododendron,OR,91.5863909633061,2251,72083
97054,0,0.0,2020-06-24,97054,"Deer Island",OR,42.3619066571837,1644,71903
97055,0,0.0,2020-06-24,97055,Sandy,OR,129.602002231481,19698,74114
97063,0,0.0,2020-06-24,97063,"Tygh Valley",OR,160.339533519498,1066,43224
97067,0,0.0,2020-06-24,97067,Welches,OR,27.8987792260179,2046,79013
97103,0,0.0,2020-06-24,97103,Astoria,OR,239.295466811066,18266,56160
97107,0,0.0,2020-06-24,97107,"Bay City",OR,24.3944110537478,1587,57057
97110,0,0.0,2020-06-24,97110,"Cannon Beach",OR,10.2355296015654,1713,59314
97111,0,0.0,2020-06-24,97111,Carlton,OR,39.6472672675319,3554,72753
97112,0,0.0,2020-06-24,97112,Cloverdale,OR,98.2490579434292,2263,51011
97136,0,0.0,2020-06-24,97136,"Rockaway Beach",OR,27.1921385575478,1895,39354
97137,0,0.0,2020-06-24,97137,"Saint Paul",OR,37.7392153035628,1250,82775
97146,0,0.0,2020-06-24,97146,Warrenton,OR,20.5480977205662,6424,56436
97322,0,0.0,2020-06-24,97322,Albany,OR,66.1532586379949,37145,49169
97324,0,0.0,2020-06-24,97324,Alsea,OR,196.401763638428,1212,58972
97338,0,0.0,2020-06-24,97338,Dallas,OR,119.506743055171,21934,55449
97344,0,0.0,2020-06-24,97344,"Falls City",OR,236.294473687324,1216,49123
97358,0,0.0,2020-06-24,97358,Lyons,OR,41.730801829922,2960,65701
97376,0,0.0,2020-06-24,97376,"Seal Rock",OR,62.7021658087819,1707,46445
97385,0,0.0,2020-06-24,97385,Sublimity,OR,33.2346763206548,3527,67784
97405,0,0.0,2020-06-24,97405,Eugene,OR,112.221940186477,47657,66133
97411,0,0.0,2020-06-24,97411,Bandon,OR,136.503974691971,7906,35720
97419,0,0.0,2020-06-24,97419,Cheshire,OR,31.1848309442258,1186,63300
97423,0,0.0,2020-06-24,97423,Coquille,OR,112.685711575054,6854,39358
97431,0,0.0,2020-06-24,97431,Dexter,OR,93.9206749186528,3005,68076
97435,0,0.0,2020-06-24,97435,Drain,OR,225.132961369654,2360,46710
97437,0,0.0,2020-06-24,97437,Elmira,OR,24.3430287863244,3035,59021
97442,0,0.0,2020-06-24,97442,Glendale,OR,350.806425641259,2491,46523
97443,0,0.0,2020-06-24,97443,Glide,OR,921.051339479172,2614,57841
97449,0,0.0,2020-06-24,97449,Lakeside,OR,45.6042610563694,2029,39372
97452,0,0.0,2020-06-24,97452,Lowell,OR,29.8186964368451,1661,58503
97454,0,0.0,2020-06-24,97454,Marcola,OR,84.9298153714012,1527,72283
97455,0,0.0,2020-06-24,97455,"Pleasant Hill",OR,19.487804391789,2332,72818
97456,0,0.0,2020-06-24,97456,Monroe,OR,104.731561713054,3122,59770
97458,0,0.0,2020-06-24,97458,"Myrtle Point",OR,527.055225251448,4774,42761
97459,0,0.0,2020-06-24,97459,"North Bend",OR,317.289280830006,14881,45092
97463,0,0.0,2020-06-24,97463,Oakridge,OR,1108.31774477111,4347,40287
97465,0,0.0,2020-06-24,97465,"Port Orford",OR,117.807090831625,2344,34346
97488,0,0.0,2020-06-24,97488,Vida,OR,206.094047026803,1150,56463
97497,0,0.0,2020-06-24,97497,"Wolf Creek",OR,103.544759378236,1592,44954
97498,0,0.0,2020-06-24,97498,Yachats,OR,95.4877107311338,1977,44404
97499,0,0.0,2020-06-24,97499,Yoncalla,OR,128.918210235637,2037,45827
97520,0,0.0,2020-06-24,97520,Ashland,OR,650.448522966211,27164,57290
97526,0,0.0,2020-06-24,97526,"Grants Pass",OR,243.846756990657,36281,48330
97530,0,0.0,2020-06-24,97530,Jacksonville,OR,417.319009797209,7965,60279
97532,0,0.0,2020-06-24,97532,Merlin,OR,320.292925565146,2674,55284
97537,0,0.0,2020-06-24,97537,"Rogue River",OR,213.780221461063,7431,48920
97538,0,0.0,2020-06-24,97538,Selma,OR,197.730297682718,2720,46611
97539,0,0.0,2020-06-24,97539,"Shady Cove",OR,10.6136023700573,3838,40585
97541,0,0.0,2020-06-24,97541,Trail,OR,196.370849013413,1483,47643
97544,0,0.0,2020-06-24,97544,Williams,OR,116.53943350706,2313,42673
97641,0,0.0,2020-06-24,97641,"Christmas Valley",OR,897.061410226224,1261,27358
97738,0,0.0,2020-06-24,97738,Hines,OR,1163.67684718508,2093,51069
97753,0,0.0,2020-06-24,97753,"Powell Butte",OR,120.061302421717,2459,72838
97756,0,0.0,2020-06-24,97756,Redmond,OR,98.7445915875537,40200,56928
97820,0,0.0,2020-06-24,97820,"Canyon City",OR,160.267551419596,1238,56040
97826,0,0.0,2020-06-24,97826,Echo,OR,265.413747984774,1335,53454
97865,0,0.0,2020-06-24,97865,"Mount Vernon",OR,352.000365480287,1086,37356
97869,0,0.0,2020-06-24,97869,"Prairie City",OR,694.192178115562,1064,39081
97477,-1,-3.8563,2020-06-24,97477,Springfield,OR,13.0979783328779,38563,42555
97351,-4,-4.606,2020-06-24,97351,Independence,OR,54.3162639212462,11515,48413
97838,140,369.726,2020-07-01,97838,Hermiston,OR,149.909098157205,26409,53832
97233,37,160.4468,2020-07-01,97233,Portland,OR,4.70276841896393,43364,44978
97305,34,148.0802,2020-07-01,97305,Salem,OR,47.9919312146601,43553,48604
97123,29,143.869,2020-07-01,97123,Hillsboro,OR,56.0120216624948,49610,78935
97080,30,138.375,2020-07-01,97080,Gresham,OR,22.5367931854277,46125,75213
97236,31,123.1599,2020-07-01,97236,Portland,OR,7.56497957853936,39729,53217
97045,21,119.2968,2020-07-01,97045,"Oregon City",OR,86.8540690401142,56808,80390
97071,36,113.7708,2020-07-01,97071,Woodburn,OR,57.0083478387998,31603,53329
97006,25,111.975,2020-07-01,97006,Beaverton,OR,6.96620870101866,44790,78544
97230,26,110.1074,2020-07-01,97230,Portland,OR,10.6941806300882,42349,55153
97219,25,104.07,2020-07-01,97219,Portland,OR,11.7849159790826,41628,100306
97850,54,94.2192,2020-07-01,97850,"La Grande",OR,863.241653582023,17448,42768
97301,15,86.247,2020-07-01,97301,Salem,OR,11.2504876292894,57498,43425
97229,11,77.748,2020-07-01,97229,Portland,OR,19.3911836373978,70680,119453
97062,25,75.0175,2020-07-01,97062,Tualatin,OR,14.7521473141031,30007,86250
97030,18,72.6606,2020-07-01,97030,Gresham,OR,7.21237632695326,40367,52440
97206,14,71.8522,2020-07-01,97206,Portland,OR,6.47120363521073,51323,62204
97266,19,70.0568,2020-07-01,97266,Portland,OR,6.22534838462095,36872,46821
97124,12,65.718,2020-07-01,97124,Hillsboro,OR,44.7373082281095,54765,88896
97007,13,63.0578,2020-07-01,97007,Beaverton,OR,17.7854705085801,48506,100221
97078,23,59.3469,2020-07-01,97078,Beaverton,OR,7.45919366438412,25803,67159
97224,15,56.1195,2020-07-01,97224,Portland,OR,8.99561706980357,37413,78136
97203,15,53.4885,2020-07-01,97203,Portland,OR,11.3519900967709,35659,57817
97223,10,51.228,2020-07-01,97223,Portland,OR,10.9526555550035,51228,83752
97801,22,48.3384,2020-07-01,97801,Pendleton,OR,1029.22758482109,21972,53891
97217,13,47.0743,2020-07-01,97217,Portland,OR,10.6222520893604,36211,69277
97401,10,45.841,2020-07-01,97401,Eugene,OR,9.37509235079675,45841,37586
97914,23,44.5924,2020-07-01,97914,Ontario,OR,200.505792931874,19388,37363
97058,19,40.2914,2020-07-01,97058,"The Dalles",OR,336.440385431871,21206,51778
97702,8,39.7856,2020-07-01,97702,Bend,OR,132.365304370722,49732,70425
97405,8,38.1256,2020-07-01,97405,Eugene,OR,112.221940186477,47657,66133
97113,25,37.955,2020-07-01,97113,Cornelius,OR,33.7133882926189,15182,62923
97116,13,37.6779,2020-07-01,97116,"Forest Grove",OR,68.8593418357364,28983,62657
97222,10,37.253,2020-07-01,97222,Portland,OR,8.77269824640158,37253,58020
97302,9,36.711,2020-07-01,97302,Salem,OR,24.242351044718,40790,64161
97501,8,36.524,2020-07-01,97501,Medford,OR,42.3412006575402,45655,43006
97303,8,34.0368,2020-07-01,97303,Salem,OR,23.5161318208895,42546,61298
97267,10,32.656,2020-07-01,97267,Portland,OR,7.58717075062981,32656,71640
97003,9,28.4535,2020-07-01,97003,Beaverton,OR,4.5660289468645,31615,72734
97701,7,28.0714,2020-07-01,97701,Bend,OR,333.335024057135,40102,60820
97603,9,28.0314,2020-07-01,97603,"Klamath Falls",OR,350.172343989018,31146,44512
97306,9,27.3519,2020-07-01,97306,Salem,OR,33.1631468359043,30391,75599
97060,12,26.49,2020-07-01,97060,Troutdale,OR,17.3397775572849,22075,70029
97202,6,25.8138,2020-07-01,97202,Portland,OR,6.45230355394679,43023,71733
97365,23,25.6013,2020-07-01,97365,Newport,OR,31.7394248606074,11131,46167
97035,10,24.948,2020-07-01,97035,"Lake Oswego",OR,6.31803889599612,24948,101507
97478,6,24.0684,2020-07-01,97478,Springfield,OR,218.43651534161,40114,55845
97211,7,23.8595,2020-07-01,97211,Portland,OR,6.68439653946473,34085,80640
97128,6,23.7432,2020-07-01,97128,Mcminnville,OR,117.481372378274,39572,54784
97220,7,23.338,2020-07-01,97220,Portland,OR,7.68595224493517,33340,53408
97882,26,22.243,2020-07-01,97882,Umatilla,OR,21.5603927785969,8555,51073
97355,7,21.8995,2020-07-01,97355,Lebanon,OR,210.670447169973,31285,51381
97034,10,20.264,2020-07-01,97034,"Lake Oswego",OR,7.81399111357301,20264,142163
97140,7,20.1537,2020-07-01,97140,Sherwood,OR,44.5113598348181,28791,103356
97086,6,19.611,2020-07-01,97086,"Happy Valley",OR,10.1481203049254,32685,98590
97703,6,18.5976,2020-07-01,97703,Bend,OR,209.628363892125,30996,78610
97317,7,18.3148,2020-07-01,97317,Salem,OR,54.4089265038736,26164,59502
97008,6,18.2016,2020-07-01,97008,Beaverton,OR,5.17317267762446,30336,71986
97013,7,17.7471,2020-07-01,97013,Canby,OR,60.3126390462049,25353,76479
97214,6,17.1438,2020-07-01,97214,Portland,OR,2.85922795051223,28573,59244
97212,6,16.1316,2020-07-01,97212,Portland,OR,2.76480943755293,26886,101728
97015,7,15.8431,2020-07-01,97015,Clackamas,OR,8.93667288867039,22633,74846
97213,5,15.785,2020-07-01,97213,Portland,OR,3.97752784955941,31570,73860
97225,6,15.6516,2020-07-01,97225,Portland,OR,6.71961076398565,26086,89522
97068,5,15.243,2020-07-01,97068,"West Linn",OR,23.7339287314379,30486,114441
97322,4,14.858,2020-07-01,97322,Albany,OR,66.1532586379949,37145,49169
97304,4,12.734,2020-07-01,97304,Salem,OR,61.7361312641532,31835,66749
97132,4,12.5516,2020-07-01,97132,Newberg,OR,63.2182799357448,31379,71141
97756,3,12.06,2020-07-01,97756,Redmond,OR,98.7445915875537,40200,56928
97741,8,11.0912,2020-07-01,97741,Madras,OR,413.425575230265,13864,50018
97209,5,10.3065,2020-07-01,97209,Portland,OR,1.05363360339782,20613,73208
97504,2,9.8056,2020-07-01,97504,Medford,OR,51.2395277919682,49028,56873
97024,8,9.3184,2020-07-01,97024,Fairview,OR,4.18615660806631,11648,57991
97218,5,7.914,2020-07-01,97218,Portland,OR,10.933331212801,15828,59510
97070,3,7.5933,2020-07-01,97070,Wilsonville,OR,18.7799103406834,25311,80835
97459,5,7.4405,2020-07-01,97459,"North Bend",OR,317.289280830006,14881,45092
97601,3,7.0746,2020-07-01,97601,"Klamath Falls",OR,882.99107448628,23582,36080
97216,4,6.962,2020-07-01,97216,Portland,OR,2.49739773221441,17405,50559
97027,5,6.4995,2020-07-01,97027,Gladstone,OR,2.53169545588836,12999,68497
