date,cases_0_to_9,cases_10_to_19,cases_0_to_19,cases_20_to_29,cases_30_to_39,cases_40_to_49,cases_50_to_59,cases_60_to_69,cases_70_to_79,cases_80_and_over,cases_Not_available,cases_Total,new_cases_0_to_9,new_cases_10_to_19,new_cases_0_to_19,new_cases_20_to_29,new_cases_30_to_39,new_cases_40_to_49,new_cases_50_to_59,new_cases_60_to_69,new_cases_70_to_79,new_cases_80_and_over,new_cases_Not_available,new_cases_Total,new_cases_0_to_29,new_case_prcnt_0_to_29,new_cases_30_to_59,new_case_prcnt_30_to_59,new_cases_60_and_over,new_case_prcnt_60_and_over,hosp_0_to_9,hosp_10_to_19,hosp_0_to_19,hosp_20_to_29,hosp_30_to_39,hosp_40_to_49,hosp_50_to_59,hosp_60_to_69,hosp_70_to_79,hosp_80_and_over,hosp_Not_available,hosp_Total,death_0_to_9,death_10_to_19,death_0_to_19,death_20_to_29,death_30_to_39,death_40_to_49,death_50_to_59,death_60_to_69,death_70_to_79,death_80_and_over,death_Not_available,death_Total,p_hosp_0_to_9,p_hosp_10_to_19,p_hosp_0_to_19,p_hosp_20_to_29,p_hosp_30_to_39,p_hosp_40_to_49,p_hosp_50_to_59,p_hosp_60_to_69,p_hosp_70_to_79,p_hosp_80_and_over,p_hosp_Not_available,p_hosp_Total,p_death_0_to_9,p_death_10_to_19,p_death_0_to_19,p_death_20_to_29,p_death_30_to_39,p_death_40_to_49,p_death_50_to_59,p_death_60_to_69,p_death_70_to_79,p_death_80_and_over,p_death_Not_available,p_death_Total,cases_overall_prcnt_0_to_9,cases_overall_prcnt_10_to_19,cases_overall_prcnt_0_to_19,cases_overall_prcnt_20_to_29,cases_overall_prcnt_30_to_39,cases_overall_prcnt_40_to_49,cases_overall_prcnt_50_to_59,cases_overall_prcnt_60_to_69,cases_overall_prcnt_70_to_79,cases_overall_prcnt_80_and_over,cases_overall_prcnt_Not_available,cases_overall_prcnt_Total,hosp_overall_prcnt_0_to_9,hosp_overall_prcnt_10_to_19,hosp_overall_prcnt_0_to_19,hosp_overall_prcnt_20_to_29,hosp_overall_prcnt_30_to_39,hosp_overall_prcnt_40_to_49,hosp_overall_prcnt_50_to_59,hosp_overall_prcnt_60_to_69,hosp_overall_prcnt_70_to_79,hosp_overall_prcnt_80_and_over,hosp_overall_prcnt_Not_available,hosp_overall_prcnt_Total,death_overall_prcnt_0_to_9,death_overall_prcnt_10_to_19,death_overall_prcnt_0_to_19,death_overall_prcnt_20_to_29,death_overall_prcnt_30_to_39,death_overall_prcnt_40_to_49,death_overall_prcnt_50_to_59,death_overall_prcnt_60_to_69,death_overall_prcnt_70_to_79,death_overall_prcnt_80_and_over,death_overall_prcnt_Not_available,death_overall_prcnt_Total
2020_05_15,35,116,151,513,604,607,612,496,324,224,10,3541,3,3,6,15,8,10,10,9,3,2,-1,62,21,33.87096774193548,28,45.16129032258065,14,22.580645161290324,5,1,6,25,43,84,116,164,143,106,4,691,0,0,0,0,0,3,5,26,39,64,0,137,14.285714285714285,0.8620689655172413,3.9735099337748347,4.8732943469785575,7.119205298013245,13.838550247116968,18.954248366013072,33.064516129032256,44.135802469135804,47.32142857142857,40.0,19.514261508048573,0.0,0.0,0.0,0.0,0.0,0.4942339373970346,0.8169934640522877,5.241935483870968,12.037037037037036,28.57142857142857,0.0,3.8689635696131033,0.9884213499011578,3.275910759672409,4.264332109573567,14.487432928551257,17.057328438294267,17.142050268285796,17.283253318271676,14.007342558599266,9.149957639085004,6.325896639367411,0.2824060999717594,100.0,0.723589001447178,0.1447178002894356,0.8683068017366136,3.61794500723589,6.2228654124457305,12.15629522431259,16.78726483357453,23.733719247467437,20.69464544138929,15.340086830680173,0.5788712011577424,100.0,0.0,0.0,0.0,0.0,0.0,2.18978102189781,3.6496350364963503,18.978102189781023,28.467153284671532,46.715328467153284,0.0,100.0
2020_05_16,39,119,158,527,613,621,631,500,327,224,11,3612,4,3,7,14,9,14,19,4,3,0,1,71,21,29.577464788732396,42,59.15492957746479,7,9.859154929577464,5,2,7,26,45,84,118,166,143,106,4,699,0,0,0,0,0,3,5,26,39,64,0,137,12.82051282051282,1.680672268907563,4.430379746835443,4.933586337760911,7.3409461663947795,13.526570048309178,18.700475435816163,33.2,43.730886850152906,47.32142857142857,36.36363636363637,19.352159468438536,0.0,0.0,0.0,0.0,0.0,0.4830917874396135,0.7923930269413629,5.2,11.926605504587156,28.57142857142857,0.0,3.7929125138427464,1.079734219269103,3.294573643410853,4.374307862679956,14.590254706533777,16.971207087486157,17.19269102990033,17.46954595791805,13.842746400885936,9.053156146179402,6.2015503875969,0.30454042081949056,100.0,0.7153075822603719,0.2861230329041488,1.0014306151645207,3.719599427753934,6.437768240343348,12.017167381974248,16.88125894134478,23.74821173104435,20.457796852646638,15.164520743919885,0.5722460658082976,100.0,0.0,0.0,0.0,0.0,0.0,2.18978102189781,3.6496350364963503,18.978102189781023,28.467153284671532,46.715328467153284,0.0,100.0
2020_05_17,40,119,159,529,616,620,631,503,328,225,12,3623,1,0,1,2,3,-1,0,3,1,1,1,11,3,27.272727272727273,2,18.181818181818183,5,45.45454545454545,5,2,7,26,45,84,118,167,144,108,4,703,0,0,0,0,0,3,5,26,39,64,0,137,12.5,1.680672268907563,4.40251572327044,4.914933837429111,7.305194805194805,13.548387096774196,18.700475435816163,33.20079522862823,43.90243902439025,48.0,33.33333333333333,19.403808998067902,0.0,0.0,0.0,0.0,0.0,0.4838709677419355,0.7923930269413629,5.168986083499006,11.890243902439025,28.444444444444443,0.0,3.7813966326248964,1.1040574109853711,3.2845707976814795,4.388628208666851,14.601159260281534,17.002484129174718,17.112889870273253,17.41650565829423,13.883521943141043,9.053270770080044,6.210322936792713,0.3312172232956114,100.0,0.7112375533428165,0.2844950213371266,0.9957325746799431,3.6984352773826457,6.401137980085348,11.948790896159316,16.78520625889047,23.75533428165007,20.483641536273115,15.362731152204836,0.5689900426742532,100.0,0.0,0.0,0.0,0.0,0.0,2.18978102189781,3.6496350364963503,18.978102189781023,28.467153284671532,46.715328467153284,0.0,100.0
2020_05_18,41,126,167,541,624,632,647,508,329,229,10,3687,1,7,8,12,8,12,16,5,1,4,-2,64,20,31.25,36,56.25,10,15.625,5,2,7,26,46,85,118,168,144,110,4,708,0,0,0,0,0,3,5,27,39,64,0,138,12.195121951219512,1.5873015873015872,4.191616766467066,4.805914972273567,7.371794871794872,13.449367088607595,18.238021638330757,33.07086614173229,43.76899696048632,48.03493449781659,40.0,19.202603742880388,0.0,0.0,0.0,0.0,0.0,0.4746835443037975,0.7727975270479135,5.31496062992126,11.854103343465045,27.947598253275107,0.0,3.7428803905614325,1.1120151885001357,3.4174125305126117,4.529427719012747,14.673176023867644,16.92432872253865,17.14130729590453,17.548142120965554,13.778139408733388,8.92324382967182,6.2110116625983185,0.27122321670735017,100.0,0.7062146892655368,0.2824858757062147,0.9887005649717514,3.672316384180791,6.497175141242938,12.005649717514125,16.666666666666668,23.728813559322035,20.338983050847457,15.536723163841808,0.5649717514124294,100.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,3.6231884057971016,19.565217391304348,28.26086956521739,46.3768115942029,0.0,100.0
2020_05_19,41,134,175,551,633,636,654,510,329,228,10,3726,0,8,8,10,9,4,7,2,0,-1,0,39,18,46.15384615384615,20,51.282051282051285,1,2.5641025641025643,5,2,7,29,45,85,120,169,145,110,4,714,0,0,0,0,0,3,5,28,40,64,0,140,12.195121951219512,1.4925373134328357,4.0,5.263157894736842,7.109004739336493,13.364779874213836,18.34862385321101,33.13725490196078,44.07294832826747,48.24561403508772,40.0,19.162640901771336,0.0,0.0,0.0,0.0,0.0,0.4716981132075472,0.764525993883792,5.490196078431373,12.158054711246201,28.07017543859649,0.0,3.7573805689747717,1.1003757380568975,3.5963499731615673,4.696725711218465,14.78797638217928,16.988727858293075,17.06924315619968,17.55233494363929,13.687600644122384,8.829844337090714,6.119162640901771,0.2683843263553409,100.0,0.7002801120448179,0.2801120448179272,0.9803921568627451,4.061624649859944,6.302521008403361,11.904761904761905,16.80672268907563,23.669467787114847,20.30812324929972,15.406162464985995,0.5602240896358543,100.0,0.0,0.0,0.0,0.0,0.0,2.142857142857143,3.5714285714285716,20.0,28.571428571428573,45.714285714285715,0.0,100.0
2020_05_20,44,139,183,568,646,655,667,516,338,228,0,3801,3,5,8,17,13,19,13,6,9,0,-10,75,25,33.333333333333336,45,60.0,15,20.0,5,3,8,31,45,86,122,172,148,111,0,723,0,0,0,0,0,3,5,29,41,66,0,144,11.363636363636363,2.158273381294964,4.371584699453552,5.457746478873239,6.96594427244582,13.129770992366414,18.290854572713645,33.33333333333333,43.786982248520715,48.68421052631579,0,19.021310181531177,0.0,0.0,0.0,0.0,0.0,0.45801526717557256,0.7496251874062968,5.62015503875969,12.1301775147929,28.947368421052634,0,3.7884767166535127,1.1575901078663509,3.6569323862141543,4.814522494080505,14.943435937911076,16.995527492765063,17.232307287555905,17.548013680610367,13.575374901341752,8.892396737700604,5.998421468034728,0.0,100.0,0.6915629322268326,0.4149377593360996,1.1065006915629323,4.287690179806362,6.224066390041494,11.894882434301522,16.874135546334717,23.789764868603044,20.470262793914245,15.352697095435685,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0833333333333335,3.4722222222222223,20.13888888888889,28.47222222222222,45.833333333333336,0.0,100.0
2020_05_21,46,142,188,572,649,657,669,515,336,230,1,3817,2,3,5,4,3,2,2,-1,-2,2,1,16,9,56.25,7,43.75,-1,-6.25,5,3,8,33,46,87,124,172,148,113,1,732,0,0,0,0,0,3,5,29,41,67,0,145,10.869565217391305,2.112676056338028,4.25531914893617,5.769230769230769,7.0878274268104775,13.24200913242009,18.53512705530643,33.398058252427184,44.047619047619044,49.130434782608695,100.0,19.177364422321194,0.0,0.0,0.0,0.0,0.0,0.45662100456621,0.7473841554559043,5.631067961165048,12.202380952380953,29.130434782608695,0.0,3.798794865077286,1.2051349227141734,3.720199109248101,4.925334031962274,14.985590778097983,17.002881844380404,17.212470526591563,17.526853549908306,13.492271417343463,8.802724652868745,6.025674613570867,0.026198585276395073,100.0,0.6830601092896175,0.4098360655737705,1.092896174863388,4.508196721311475,6.284153005464481,11.885245901639344,16.939890710382514,23.497267759562842,20.218579234972676,15.437158469945356,0.1366120218579235,100.0,0.0,0.0,0.0,0.0,0.0,2.0689655172413794,3.4482758620689653,20.0,28.275862068965516,46.206896551724135,0.0,100.0
2020_05_22,50,148,198,581,657,665,677,517,338,231,0,3864,4,6,10,9,8,8,8,2,2,1,-1,47,19,40.42553191489362,24,51.06382978723404,5,10.638297872340425,6,3,9,33,46,89,128,173,148,111,0,737,0,0,0,0,0,3,6,29,41,68,0,147,12.0,2.027027027027027,4.545454545454546,5.679862306368331,7.00152207001522,13.383458646616543,18.906942392909897,33.46228239845261,43.786982248520715,48.05194805194805,0,19.073498964803314,0.0,0.0,0.0,0.0,0.0,0.4511278195488722,0.8862629246676514,5.609284332688588,12.1301775147929,29.43722943722944,0,3.804347826086957,1.2939958592132506,3.8302277432712217,5.124223602484472,15.03623188405797,17.003105590062113,17.21014492753623,17.520703933747413,13.379917184265011,8.747412008281573,5.978260869565218,0.0,100.0,0.8141112618724559,0.40705563093622793,1.2211668928086838,4.477611940298507,6.241519674355495,12.075983717774763,17.367706919945725,23.473541383989144,20.081411126187245,15.061058344640434,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0408163265306123,4.081632653061225,19.727891156462587,27.891156462585034,46.25850340136054,0.0,100.0
2020_05_23,50,147,197,592,657,671,681,520,337,232,1,3888,0,-1,-1,11,0,6,4,3,-1,1,1,24,10,41.666666666666664,10,41.666666666666664,3,12.5,6,3,9,33,46,89,128,173,150,112,0,740,0,0,0,0,0,3,6,29,41,68,0,147,12.0,2.0408163265306123,4.568527918781726,5.574324324324325,7.00152207001522,13.263785394932937,18.79588839941263,33.26923076923077,44.510385756676556,48.275862068965516,0.0,19.032921810699587,0.0,0.0,0.0,0.0,0.0,0.44709388971684055,0.881057268722467,5.5769230769230775,12.166172106824925,29.310344827586203,0.0,3.7808641975308643,1.286008230452675,3.7808641975308643,5.066872427983539,15.22633744855967,16.89814814814815,17.258230452674898,17.515432098765434,13.37448559670782,8.66769547325103,5.967078189300412,0.0257201646090535,100.0,0.8108108108108109,0.40540540540540543,1.2162162162162162,4.45945945945946,6.216216216216216,12.027027027027026,17.2972972972973,23.37837837837838,20.27027027027027,15.135135135135135,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0408163265306123,4.081632653061225,19.727891156462587,27.891156462585034,46.25850340136054,0.0,100.0
2020_05_24,53,148,201,602,666,679,683,524,340,232,0,3927,3,1,4,10,9,8,2,4,3,0,-1,39,14,35.8974358974359,19,48.717948717948715,7,17.94871794871795,6,3,9,33,47,90,127,172,152,112,0,742,0,0,0,0,0,3,6,29,41,69,0,148,11.320754716981133,2.027027027027027,4.477611940298507,5.48172757475083,7.057057057057057,13.25478645066274,18.594436310395317,32.82442748091603,44.70588235294118,48.275862068965516,0,18.89483065953654,0.0,0.0,0.0,0.0,0.0,0.4418262150220913,0.8784773060029283,5.534351145038168,12.058823529411764,29.74137931034483,0,3.7687802393684744,1.3496307613954672,3.768780239368475,5.118411000763942,15.329768270944742,16.959511077158137,17.29055258467023,17.39241151005857,13.343519225872168,8.658008658008658,5.907817672523555,0.0,100.0,0.8086253369272237,0.40431266846361186,1.2129380053908356,4.44743935309973,6.334231805929919,12.129380053908356,17.11590296495957,23.18059299191375,20.485175202156334,15.09433962264151,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.027027027027027,4.054054054054054,19.594594594594593,27.7027027027027,46.62162162162162,0.0,100.0
2020_05_25,53,151,204,605,673,683,685,526,341,232,0,3949,0,3,3,3,7,4,2,2,1,0,0,22,6,27.272727272727273,13,59.09090909090909,3,13.636363636363637,6,3,9,33,47,91,128,173,153,113,0,747,0,0,0,0,0,3,6,29,41,69,0,148,11.320754716981133,1.9867549668874174,4.411764705882353,5.454545454545454,6.983655274888559,13.323572474377746,18.686131386861312,32.88973384030418,44.868035190615835,48.706896551724135,0,18.916181311724486,0.0,0.0,0.0,0.0,0.0,0.43923865300146414,0.8759124087591241,5.513307984790875,12.023460410557185,29.74137931034483,0,3.747784249177007,1.3421119270701443,3.823752848822487,5.165864775892631,15.32033426183844,17.042289187135985,17.295517852620918,17.346163585717903,13.31982780450747,8.635097493036211,5.874905039250443,0.0,100.0,0.8032128514056225,0.40160642570281124,1.2048192771084338,4.417670682730924,6.291834002677376,12.182061579651942,17.13520749665328,23.15930388219545,20.481927710843372,15.127175368139223,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.027027027027027,4.054054054054054,19.594594594594593,27.7027027027027,46.62162162162162,0.0,100.0
2020_05_26,53,151,204,608,672,686,694,531,340,232,0,3967,0,0,0,3,-1,3,9,5,-1,0,0,18,3,16.666666666666668,11,61.111111111111114,4,22.22222222222222,6,4,10,33,47,92,129,174,154,113,0,752,0,0,0,0,0,3,6,29,41,69,0,148,11.320754716981133,2.6490066225165565,4.901960784313726,5.427631578947369,6.9940476190476195,13.411078717201166,18.587896253602306,32.7683615819209,45.294117647058826,48.706896551724135,0,18.956390219309302,0.0,0.0,0.0,0.0,0.0,0.43731778425655976,0.8645533141210375,5.4613935969868175,12.058823529411764,29.74137931034483,0,3.7307789261406605,1.336022183009831,3.8064028232921605,5.142425006301991,15.326443156037309,16.939752961935973,17.292664481976306,17.494328207713636,13.385429795815478,8.570708343836653,5.848248046382657,0.0,100.0,0.7978723404255319,0.5319148936170213,1.3297872340425532,4.388297872340425,6.25,12.23404255319149,17.154255319148938,23.138297872340427,20.47872340425532,15.02659574468085,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.027027027027027,4.054054054054054,19.594594594594593,27.7027027027027,46.62162162162162,0.0,100.0
2020_05_27,56,154,210,640,685,693,701,537,340,232,0,4038,3,3,6,32,13,7,7,6,0,0,0,71,38,53.521126760563384,27,38.028169014084504,6,8.450704225352112,6,4,10,33,48,94,131,176,154,113,0,759,0,0,0,0,0,3,6,29,41,69,0,148,10.714285714285714,2.5974025974025974,4.761904761904762,5.15625,7.007299270072993,13.564213564213565,18.687589158345222,32.774674115456236,45.294117647058826,48.706896551724135,0,18.796433878157504,0.0,0.0,0.0,0.0,0.0,0.4329004329004329,0.8559201141226819,5.400372439478584,12.058823529411764,29.74137931034483,0,3.665180782565627,1.3868251609707776,3.8137691926696387,5.200594353640416,15.849430411094602,16.96384348687469,17.161961367013372,17.360079247152054,13.298662704309065,8.420009905894007,5.745418524021793,0.0,100.0,0.7905138339920948,0.5270092226613966,1.3175230566534915,4.3478260869565215,6.324110671936759,12.38471673254282,17.25955204216074,23.18840579710145,20.28985507246377,14.888010540184453,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.027027027027027,4.054054054054054,19.594594594594593,27.7027027027027,46.62162162162162,0.0,100.0
