date,cases_0_to_9,cases_10_to_19,cases_0_to_19,cases_20_to_29,cases_30_to_39,cases_40_to_49,cases_50_to_59,cases_60_to_69,cases_70_to_79,cases_80_and_over,cases_Not_available,cases_Total,new_cases_0_to_9,new_cases_10_to_19,new_cases_0_to_19,new_cases_20_to_29,new_cases_30_to_39,new_cases_40_to_49,new_cases_50_to_59,new_cases_60_to_69,new_cases_70_to_79,new_cases_80_and_over,new_cases_Not_available,new_cases_Total,new_cases_0_to_29,new_case_prcnt_0_to_29,new_cases_30_to_59,new_case_prcnt_30_to_59,new_cases_60_and_over,new_case_prcnt_60_and_over,hosp_0_to_9,hosp_10_to_19,hosp_0_to_19,hosp_20_to_29,hosp_30_to_39,hosp_40_to_49,hosp_50_to_59,hosp_60_to_69,hosp_70_to_79,hosp_80_and_over,hosp_Not_available,hosp_Total,death_0_to_9,death_10_to_19,death_0_to_19,death_20_to_29,death_30_to_39,death_40_to_49,death_50_to_59,death_60_to_69,death_70_to_79,death_80_and_over,death_Not_available,death_Total,p_hosp_0_to_9,p_hosp_10_to_19,p_hosp_0_to_19,p_hosp_20_to_29,p_hosp_30_to_39,p_hosp_40_to_49,p_hosp_50_to_59,p_hosp_60_to_69,p_hosp_70_to_79,p_hosp_80_and_over,p_hosp_Not_available,p_hosp_Total,p_death_0_to_9,p_death_10_to_19,p_death_0_to_19,p_death_20_to_29,p_death_30_to_39,p_death_40_to_49,p_death_50_to_59,p_death_60_to_69,p_death_70_to_79,p_death_80_and_over,p_death_Not_available,p_death_Total,cases_overall_prcnt_0_to_9,cases_overall_prcnt_10_to_19,cases_overall_prcnt_0_to_19,cases_overall_prcnt_20_to_29,cases_overall_prcnt_30_to_39,cases_overall_prcnt_40_to_49,cases_overall_prcnt_50_to_59,cases_overall_prcnt_60_to_69,cases_overall_prcnt_70_to_79,cases_overall_prcnt_80_and_over,cases_overall_prcnt_Not_available,cases_overall_prcnt_Total,hosp_overall_prcnt_0_to_9,hosp_overall_prcnt_10_to_19,hosp_overall_prcnt_0_to_19,hosp_overall_prcnt_20_to_29,hosp_overall_prcnt_30_to_39,hosp_overall_prcnt_40_to_49,hosp_overall_prcnt_50_to_59,hosp_overall_prcnt_60_to_69,hosp_overall_prcnt_70_to_79,hosp_overall_prcnt_80_and_over,hosp_overall_prcnt_Not_available,hosp_overall_prcnt_Total,death_overall_prcnt_0_to_9,death_overall_prcnt_10_to_19,death_overall_prcnt_0_to_19,death_overall_prcnt_20_to_29,death_overall_prcnt_30_to_39,death_overall_prcnt_40_to_49,death_overall_prcnt_50_to_59,death_overall_prcnt_60_to_69,death_overall_prcnt_70_to_79,death_overall_prcnt_80_and_over,death_overall_prcnt_Not_available,death_overall_prcnt_Total
2020_07_20,593,1388,1981,3187,2604,2470,1954,1282,790,554,25,14847,43,138,181,246,182,159,132,61,47,35,2,1045,427,40.86124401913876,473,45.26315789473684,143,13.68421052631579,12,14,26,82,115,172,228,279,265,214,6,1387,0,0,0,0,3,3,13,49,71,123,0,262,2.0236087689713322,1.0086455331412103,1.3124684502776376,2.5729526200188264,4.416282642089094,6.963562753036437,11.66837256908905,21.76287051482059,33.54430379746836,38.628158844765345,24.0,9.341954603623627,0.0,0.0,0.0,0.0,0.1152073732718894,0.12145748987854252,0.6653019447287616,3.8221528861154446,8.987341772151899,22.20216606498195,0.0,1.7646662625446219,3.9940728766754225,9.34868997103792,13.342762847713344,21.46561594935004,17.53889674681754,16.63635751330235,13.160907927527447,8.63474102512292,5.320940257291035,3.7313935475180173,0.16838418535731123,100.0,0.8651766402307137,1.0093727469358327,1.8745493871665464,5.9120403749098775,8.29127613554434,12.400865176640231,16.438356164383563,20.115356885364097,19.105984138428262,15.428983417447728,0.43258832011535686,100.0,0.0,0.0,0.0,0.0,1.1450381679389312,1.1450381679389312,4.961832061068702,18.702290076335878,27.099236641221374,46.94656488549618,0.0,100.0
2020_07_21,614,1431,2045,3258,2646,2515,1984,1304,801,562,24,15139,21,43,64,71,42,45,30,22,11,8,-1,292,135,46.23287671232877,117,40.06849315068493,41,14.04109589041096,15,15,30,84,116,173,236,280,267,216,4,1406,0,0,0,0,3,4,15,49,71,127,0,269,2.44299674267101,1.0482180293501049,1.466992665036675,2.578268876611418,4.383975812547241,6.878727634194831,11.895161290322582,21.472392638036812,33.33333333333333,38.43416370106761,16.666666666666664,9.287271286082303,0.0,0.0,0.0,0.0,0.11337868480725624,0.15904572564612326,0.7560483870967742,3.7576687116564416,8.863920099875156,22.597864768683273,0.0,1.7768676927141818,4.05575004954092,9.452407688750908,13.508157738291828,21.520575995772507,17.478036858445076,16.61272210846159,13.105224915780434,8.613514763194399,5.290970341502081,3.712266331990224,0.1585309465618601,100.0,1.0668563300142246,1.0668563300142246,2.1337126600284493,5.974395448079658,8.250355618776672,12.304409672830726,16.78520625889047,19.91465149359886,18.9900426742532,15.362731152204836,0.2844950213371266,100.0,0.0,0.0,0.0,0.0,1.1152416356877324,1.486988847583643,5.5762081784386615,18.21561338289963,26.394052044609666,47.21189591078067,0.0,100.0
2020_07_22,622,1458,2080,3311,2695,2553,2015,1327,818,572,22,15393,8,27,35,53,49,38,31,23,17,10,-2,254,88,34.645669291338585,118,46.45669291338583,50,19.68503937007874,15,15,30,87,119,175,240,285,272,222,3,1433,0,0,0,0,3,4,15,49,72,128,0,271,2.4115755627009645,1.02880658436214,1.4423076923076923,2.627604953186349,4.415584415584416,6.854680767724246,11.910669975186105,21.477015825169556,33.251833740831295,38.81118881118881,13.636363636363635,9.309426362632365,0.0,0.0,0.0,0.0,0.11131725417439704,0.15667841754798276,0.7444168734491315,3.6925395629238884,8.80195599022005,22.377622377622377,0.0,1.7605405054245435,4.040797765217956,9.471837848372637,13.512635613590593,21.509777171441563,17.507958162801273,16.585460923796532,13.090365750665887,8.620801663093614,5.314103813421685,3.7159747937374132,0.14292210745143896,100.0,1.0467550593161201,1.0467550593161201,2.0935101186322402,6.071179344033496,8.304256803907885,12.212142358688068,16.748080949057922,19.88834612700628,18.98115840893231,15.491974877878576,0.209351011863224,100.0,0.0,0.0,0.0,0.0,1.1070110701107012,1.4760147601476015,5.535055350553505,18.081180811808117,26.568265682656826,47.23247232472325,0.0,100.0
2020_07_23,637,1495,2132,3373,2758,2617,2051,1347,835,579,21,15713,15,37,52,62,63,64,36,20,17,7,-1,320,114,35.625,163,50.9375,44,13.75,16,16,32,88,122,179,245,291,281,224,3,1465,0,0,0,0,3,4,15,49,74,128,0,273,2.511773940345369,1.0702341137123745,1.5009380863039399,2.6089534538986063,4.423495286439449,6.839893007260221,11.945392491467576,21.603563474387528,33.65269461077845,38.68739205526771,14.285714285714285,9.32349010373576,0.0,0.0,0.0,0.0,0.10877447425670776,0.15284677111196027,0.7313505607020965,3.637713437268003,8.862275449101796,22.107081174438687,0.0,1.7374148793992235,4.0539680519315215,9.514414815757652,13.568382867689175,21.466301788328135,17.552345191879336,16.65499904537644,13.052886145230064,8.572519569782981,5.314071151276013,3.684846942022529,0.13364729841532488,100.0,1.0921501706484642,1.0921501706484642,2.1843003412969284,6.006825938566553,8.327645051194539,12.218430034129693,16.72354948805461,19.86348122866894,19.18088737201365,15.290102389078498,0.20477815699658702,100.0,0.0,0.0,0.0,0.0,1.098901098901099,1.465201465201465,5.4945054945054945,17.94871794871795,27.106227106227106,46.88644688644688,0.0,100.0
2020_07_24,662,1538,2200,3472,2828,2683,2086,1378,850,584,23,16104,25,43,68,99,70,66,35,31,15,5,2,391,167,42.710997442455245,171,43.734015345268546,51,13.043478260869565,17,16,33,88,124,182,247,291,283,223,3,1474,0,0,0,0,3,4,15,53,75,132,0,282,2.56797583081571,1.0403120936280885,1.5,2.5345622119815667,4.384724186704385,6.783451360417443,11.84084372003835,21.11756168359942,33.294117647058826,38.18493150684932,13.043478260869565,9.153005464480875,0.0,0.0,0.0,0.0,0.10608203677510608,0.14908684308609765,0.7190795781399808,3.8461538461538463,8.823529411764707,22.602739726027394,0.0,1.751117734724292,4.110779930452062,9.550422255340289,13.66120218579235,21.559860904123198,17.560854446100347,16.660457029309487,12.953303527074018,8.556880278191754,5.27819175360159,3.626428216592151,0.14282165921510184,100.0,1.153324287652646,1.0854816824966078,2.2388059701492535,5.970149253731344,8.412483039348711,12.347354138398915,16.757123473541384,19.742198100407055,19.199457259158752,15.128900949796472,0.20352781546811397,100.0,0.0,0.0,0.0,0.0,1.0638297872340425,1.4184397163120568,5.319148936170213,18.79432624113475,26.595744680851062,46.808510638297875,0.0,100.0
2020_07_27,728,1681,2409,3694,2990,2852,2196,1439,879,606,23,17088,66,143,209,222,162,169,110,61,29,22,0,984,431,43.800813008130085,441,44.81707317073171,112,11.382113821138212,18,16,34,93,128,185,252,297,291,230,4,1514,0,0,0,0,3,5,16,55,75,135,0,289,2.4725274725274726,0.9518143961927424,1.41137401411374,2.517596101786681,4.280936454849498,6.486676016830295,11.475409836065573,20.639332870048648,33.105802047781566,37.95379537953795,17.391304347826086,8.860018726591761,0.0,0.0,0.0,0.0,0.1003344481605351,0.1753155680224404,0.7285974499089253,3.822098679638638,8.532423208191126,22.277227722772277,0.0,1.69124531835206,4.260299625468165,9.837312734082397,14.097612359550562,21.61750936329588,17.497659176029963,16.69007490636704,12.851123595505618,8.421114232209737,5.143960674157303,3.5463483146067416,0.13459737827715357,100.0,1.1889035667107002,1.0568031704095113,2.2457067371202113,6.142668428005284,8.45442536327609,12.219286657859973,16.6446499339498,19.616908850726553,19.220607661822985,15.191545574636724,0.26420079260237783,100.0,0.0,0.0,0.0,0.0,1.0380622837370241,1.7301038062283738,5.536332179930795,19.031141868512112,25.951557093425606,46.71280276816609,0.0,100.0
2020_07_28,742,1730,2472,3767,3043,2912,2230,1467,885,615,25,17416,14,49,63,73,53,60,34,28,6,9,2,328,136,41.46341463414634,147,44.81707317073171,43,13.109756097560975,19,17,36,94,130,189,255,301,295,231,6,1537,0,0,0,1,3,5,17,57,79,141,0,303,2.560646900269542,0.9826589595375723,1.4563106796116505,2.4953543934165117,4.272099901413079,6.490384615384616,11.434977578475337,20.518064076346285,33.33333333333333,37.5609756097561,24.0,8.82521819016996,0.0,0.0,0.0,0.026546323334218212,0.0985869208018403,0.1717032967032967,0.7623318385650224,3.885480572597137,8.926553672316384,22.926829268292686,0.0,1.7397795130914102,4.260450160771704,9.93339457969683,14.193844740468535,21.62953605879651,17.472439136426274,16.720257234726688,12.80431786862655,8.423288929719797,5.081534221405604,3.531235645383555,0.143546164446486,100.0,1.236174365647365,1.1060507482108002,2.342225113858165,6.115810019518543,8.458035133376708,12.296681847755368,16.590761223162005,19.583604424202992,19.1932335718933,15.029277813923228,0.3903708523096942,100.0,0.0,0.0,0.0,0.33003300330033003,0.9900990099009901,1.6501650165016502,5.6105610561056105,18.81188118811881,26.072607260726073,46.53465346534654,0.0,100.0
2020_07_29,756,1757,2513,3830,3116,2959,2270,1483,902,621,27,17721,14,27,41,63,73,47,40,16,17,6,2,305,104,34.09836065573771,160,52.459016393442624,39,12.78688524590164,19,19,38,97,133,193,258,302,305,237,5,1568,0,0,0,1,3,5,17,58,82,145,0,311,2.513227513227513,1.0813887307911212,1.5121368881814563,2.5326370757180157,4.2682926829268295,6.522473808719162,11.365638766519824,20.364126770060686,33.813747228381374,38.164251207729464,18.51851851851852,8.848259127588737,0.0,0.0,0.0,0.02610966057441253,0.09627727856225932,0.16897600540723218,0.7488986784140969,3.910991233985165,9.090909090909092,23.349436392914654,0.0,1.7549799672704702,4.266124936515998,9.914790361717737,14.180915298233733,21.612775802719938,17.583657807121494,16.69770328988206,12.809660854353591,8.368602223350827,5.0900062073246435,3.5043169121381412,0.15236160487557135,100.0,1.211734693877551,1.211734693877551,2.423469387755102,6.186224489795919,8.482142857142858,12.308673469387756,16.45408163265306,19.260204081632654,19.4515306122449,15.114795918367347,0.31887755102040816,100.0,0.0,0.0,0.0,0.3215434083601286,0.9646302250803859,1.607717041800643,5.466237942122186,18.64951768488746,26.366559485530548,46.62379421221865,0.0,100.0
2020_07_30,777,1808,2585,3920,3185,3036,2311,1517,917,630,30,18131,21,51,72,90,69,77,41,34,15,9,3,410,162,39.51219512195122,187,45.609756097560975,58,14.146341463414634,18,19,37,100,136,194,260,305,312,239,4,1587,0,0,0,1,3,5,17,60,83,147,0,316,2.3166023166023164,1.0508849557522124,1.4313346228239845,2.5510204081632653,4.270015698587127,6.389986824769434,11.25054089138901,20.10547132498352,34.023991275899675,37.93650793650794,13.333333333333334,8.752964535877778,0.0,0.0,0.0,0.025510204081632654,0.09419152276295133,0.16469038208168643,0.7356122890523582,3.955174686882004,9.051254089422029,23.333333333333332,0.0,1.7428713253543653,4.285477910760576,9.97187138050852,14.257349291269097,21.620429099332636,17.566598643207765,16.74480172080966,12.746125420550438,8.366885444818267,5.057636092879599,3.474711819535602,0.16546246759693342,100.0,1.1342155009451795,1.1972274732199117,2.3314429741650913,6.30119722747322,8.569628229363579,12.224322621298047,16.38311279143037,19.21865154379332,19.659735349716446,15.059861373660995,0.2520478890989288,100.0,0.0,0.0,0.0,0.31645569620253167,0.9493670886075949,1.5822784810126582,5.379746835443038,18.9873417721519,26.265822784810126,46.51898734177215,0.0,100.0
2020_07_31,798,1854,2652,4009,3245,3096,2351,1532,939,638,30,18492,21,46,67,89,60,60,40,15,22,8,0,361,156,43.21329639889197,160,44.3213296398892,45,12.465373961218837,18,20,38,102,138,195,263,309,315,242,5,1607,0,0,0,1,3,5,19,60,84,150,0,322,2.2556390977443606,1.0787486515641855,1.4328808446455505,2.544275380394113,4.252696456086286,6.2984496124031,11.186729051467461,20.169712793733684,33.54632587859425,37.93103448275862,16.666666666666664,8.690244430023794,0.0,0.0,0.0,0.02494387627837366,0.09244992295839753,0.16149870801033592,0.8081667375584858,3.91644908616188,8.945686900958465,23.510971786833856,0.0,1.7412935323383085,4.315379623621025,10.025957170668397,14.341336794289422,21.679645252000864,17.54812892061432,16.74237508111616,12.713605883625352,8.28466363833009,5.077871512005191,3.4501406013411207,0.16223231667748214,100.0,1.120099564405725,1.2445550715619167,2.3646546359676415,6.347230864965775,8.587429993777224,12.134411947728687,16.365899191039205,19.22837585563161,19.601742377100187,15.059116365899191,0.3111387678904792,100.0,0.0,0.0,0.0,0.3105590062111801,0.9316770186335404,1.5527950310559007,5.900621118012422,18.633540372670808,26.08695652173913,46.58385093167702,0.0,100.0
2020_08_03,855,1953,2808,4202,3385,3220,2470,1593,977,681,30,19366,57,99,156,193,140,124,119,61,38,43,0,874,349,39.931350114416475,383,43.82151029748284,142,16.247139588100687,18,20,38,106,143,203,267,320,325,249,4,1655,0,0,0,1,3,5,20,61,86,152,0,328,2.1052631578947367,1.0240655401945724,1.3532763532763532,2.5226082817705855,4.224519940915805,6.304347826086956,10.809716599190283,20.087884494664156,33.26509723643807,36.56387665198238,13.333333333333334,8.545905194671073,0.0,0.0,0.0,0.023798191337458353,0.08862629246676515,0.15527950310559005,0.8097165991902834,3.8292529817953542,8.802456499488228,22.3201174743025,0.0,1.6936899721160796,4.414954043168439,10.084684498605805,14.499638541774244,21.69782092326758,17.479087059795518,16.6270783847981,12.754311680264381,8.225756480429618,5.044924093772591,3.516472167716617,0.15491066818134874,100.0,1.0876132930513596,1.2084592145015105,2.29607250755287,6.404833836858006,8.640483383685801,12.265861027190333,16.132930513595166,19.335347432024168,19.637462235649547,15.045317220543806,0.24169184290030213,100.0,0.0,0.0,0.0,0.3048780487804878,0.9146341463414634,1.524390243902439,6.097560975609756,18.597560975609756,26.21951219512195,46.34146341463415,0.0,100.0
2020_08_04,869,1970,2839,4261,3458,3286,2522,1623,993,684,33,19699,14,17,31,59,73,66,52,30,16,3,3,333,90,27.027027027027028,191,57.35735735735736,49,14.714714714714715,18,21,39,108,147,208,274,327,330,251,4,1688,0,0,0,1,3,5,20,61,86,157,0,333,2.0713463751438432,1.065989847715736,1.3737231419513913,2.5346162872565126,4.251012145748987,6.329884357881924,10.864393338620143,20.147874306839185,33.23262839879154,36.69590643274854,12.121212121212121,8.568962891517335,0.0,0.0,0.0,0.02346866932644919,0.08675534991324466,0.15216068167985392,0.7930214115781126,3.758471965495995,8.66062437059416,22.953216374269005,0.0,1.690441139144119,4.411391441189908,10.000507639981725,14.411899081171633,21.630539621300574,17.55419056804914,16.681049799482206,12.802680339103508,8.238996903396112,5.0408650185288595,3.472257474998731,0.167521193969237,100.0,1.066350710900474,1.2440758293838863,2.31042654028436,6.398104265402844,8.708530805687204,12.322274881516588,16.232227488151658,19.372037914691944,19.549763033175356,14.869668246445498,0.23696682464454977,100.0,0.0,0.0,0.0,0.3003003003003003,0.9009009009009009,1.5015015015015014,6.006006006006006,18.31831831831832,25.825825825825827,47.147147147147145,0.0,100.0
2020_08_05,879,2008,2887,4315,3499,3331,2564,1649,1006,702,26,19979,10,38,48,54,41,45,42,26,13,18,-7,280,102,36.42857142857143,128,45.714285714285715,57,20.357142857142858,19,22,41,110,150,213,279,337,337,255,4,1726,0,0,0,1,3,5,20,62,88,159,0,338,2.1615472127417523,1.0956175298804782,1.420159334949775,2.549246813441483,4.286939125464419,6.394476133293306,10.881435257410295,20.43662825955124,33.49900596421471,36.324786324786324,15.384615384615385,8.639071024575804,0.0,0.0,0.0,0.023174971031286212,0.08573878250928837,0.15010507355148606,0.7800312012480499,3.759854457246816,8.747514910536779,22.64957264957265,0.0,1.6917763651834425,4.39961960058061,10.05055308073477,14.450172681315381,21.59767756143951,17.513389058511436,16.67250613143801,12.833475148906352,8.253666349667151,5.035287051403974,3.5136893738425345,0.13013664347564943,100.0,1.100811123986095,1.2746234067207416,2.3754345307068365,6.373117033603708,8.690614136732329,12.340672074159908,16.164542294322132,19.524913093858633,19.524913093858633,14.774044032444959,0.23174971031286212,100.0,0.0,0.0,0.0,0.2958579881656805,0.8875739644970414,1.4792899408284024,5.9171597633136095,18.34319526627219,26.035502958579883,47.0414201183432,0.0,100.0
2020_08_06,892,2039,2931,4366,3549,3366,2591,1675,1009,712,26,20225,13,31,44,51,50,35,27,26,3,10,0,246,95,38.61788617886179,112,45.52845528455285,39,15.853658536585366,19,22,41,113,153,213,282,343,339,255,4,1743,0,0,0,1,3,5,20,62,88,160,0,339,2.130044843049327,1.0789602746444336,1.3988399863527807,2.588181401740724,4.311073541842773,6.327985739750446,10.883828637591664,20.477611940298505,33.597621407333996,35.81460674157304,15.384615384615385,8.61804697156984,0.0,0.0,0.0,0.022904260192395786,0.08453085376162299,0.14854426619132502,0.7719027402547279,3.7014925373134324,8.721506442021804,22.47191011235955,0.0,1.676143386897404,4.410383189122373,10.081582200247219,14.491965389369591,21.587144622991346,17.54758961681088,16.64276885043263,12.810877626699629,8.281829419035846,4.988875154511743,3.5203955500618047,0.12855377008652658,100.0,1.0900745840504877,1.2621916236374067,2.3522662076878946,6.483075157773953,8.777969018932874,12.220309810671257,16.179001721170398,19.67871485943775,19.44922547332186,14.629948364888124,0.22948938611589215,100.0,0.0,0.0,0.0,0.2949852507374631,0.8849557522123894,1.4749262536873156,5.899705014749262,18.289085545722713,25.958702064896755,47.1976401179941,0.0,100.0
2020_08_07,920,2090,3010,4444,3627,3419,2648,1710,1024,730,24,20636,28,51,79,78,78,53,57,35,15,18,-2,411,157,38.19951338199513,188,45.742092457420924,68,16.54501216545012,19,23,42,114,155,214,284,348,341,256,4,1758,0,0,0,1,3,5,20,63,90,166,0,348,2.0652173913043477,1.1004784688995215,1.3953488372093024,2.5652565256525652,4.273504273504273,6.2591400994442825,10.725075528700906,20.350877192982455,33.30078125,35.06849315068493,16.666666666666664,8.519092847451057,0.0,0.0,0.0,0.022502250225022502,0.0827129859387924,0.14624159110851126,0.7552870090634441,3.684210526315789,8.7890625,22.73972602739726,0.0,1.6863733281643727,4.458228338825354,10.127931769722814,14.58616010854817,21.535181236673775,17.576080635782127,16.568133359178134,12.831944175227758,8.286489629773213,4.96220197712735,3.5375072688505522,0.11630160883892227,100.0,1.080773606370876,1.3083048919226394,2.3890784982935154,6.484641638225256,8.816837315130831,12.17292377701934,16.1547212741752,19.795221843003414,19.397042093287826,14.562002275312855,0.22753128555176336,100.0,0.0,0.0,0.0,0.28735632183908044,0.8620689655172413,1.4367816091954022,5.747126436781609,18.103448275862068,25.862068965517242,47.701149425287355,0.0,100.0
2020_08_10,973,2182,3155,4631,3777,3560,2753,1769,1059,762,22,21488,53,92,145,187,150,141,105,59,35,32,-2,852,332,38.967136150234744,396,46.478873239436616,126,14.788732394366198,19,22,41,119,158,217,294,356,348,262,3,1798,0,0,0,1,3,7,20,63,93,170,0,357,1.9527235354573484,1.008249312557287,1.2995245641838353,2.5696393867415246,4.183214191157003,6.095505617977528,10.679258990192517,20.124364047484455,32.86118980169972,34.38320209973753,13.636363636363635,8.367460908413998,0.0,0.0,0.0,0.021593608291945586,0.07942811755361398,0.19662921348314608,0.726480203414457,3.5613340870548336,8.78186968838527,22.30971128608924,0.0,1.661392405063291,4.528108711839166,10.154504839910647,14.682613551749814,21.55156366344006,17.577252419955325,16.567386448250186,12.81180193596426,8.232501861504096,4.928332092330603,3.5461653015636636,0.10238272524199553,100.0,1.0567296996662958,1.2235817575083425,2.2803114571746383,6.618464961067853,8.78754171301446,12.068965517241379,16.35150166852058,19.799777530589544,19.35483870967742,14.57174638487208,0.1668520578420467,100.0,0.0,0.0,0.0,0.2801120448179272,0.8403361344537815,1.9607843137254901,5.602240896358543,17.647058823529413,26.050420168067227,47.61904761904762,0.0,100.0
2020_08_11,987,2220,3207,4685,3837,3600,2784,1793,1074,772,22,21774,14,38,52,54,60,40,31,24,15,10,0,286,106,37.06293706293706,131,45.80419580419581,49,17.132867132867133,19,23,42,120,162,217,296,359,351,263,3,1813,0,0,0,1,3,7,22,63,99,173,0,368,1.9250253292806485,1.0360360360360361,1.3096351730589337,2.5613660618996796,4.222048475371384,6.027777777777778,10.632183908045976,20.022308979364194,32.68156424581006,34.067357512953365,13.636363636363635,8.326444383209331,0.0,0.0,0.0,0.021344717182497332,0.07818608287724785,0.19444444444444445,0.7902298850574714,3.5136642498605686,9.217877094972067,22.409326424870464,0.0,1.6900890970882705,4.532929181592725,10.195646183521632,14.728575365114356,21.516487553963444,17.62193441719482,16.533480297602644,12.785891430146046,8.234591714889318,4.932488288784789,3.545512997152567,0.10103793515201617,100.0,1.0479867622724766,1.26861555432984,2.3166023166023164,6.618863761720904,8.935466078323222,11.96911196911197,16.3265306122449,19.801434087148372,19.360176503033646,14.50634307777165,0.1654715940430226,100.0,0.0,0.0,0.0,0.2717391304347826,0.8152173913043478,1.9021739130434783,5.978260869565218,17.119565217391305,26.902173913043477,47.01086956521739,0.0,100.0
2020_08_12,996,2244,3240,4741,3875,3644,2810,1814,1088,787,23,22022,9,24,33,56,38,44,26,21,14,15,1,248,89,35.88709677419355,108,43.54838709677419,50,20.161290322580644,20,24,44,121,164,219,304,364,358,267,4,1845,0,0,0,1,3,7,22,64,101,177,0,375,2.0080321285140563,1.06951871657754,1.3580246913580247,2.5522041763341066,4.232258064516129,6.009879253567509,10.818505338078293,20.066152149944873,32.904411764705884,33.92630241423126,17.391304347826086,8.377985650712924,0.0,0.0,0.0,0.02109259649862898,0.07741935483870968,0.19209659714599342,0.7829181494661922,3.528114663726571,9.283088235294118,22.490470139771286,0.0,1.7028426119335212,4.522749977295432,10.18981018981019,14.712560167105622,21.528471528471528,17.59604032331305,16.547089274362,12.759967305421851,8.23721732812642,4.940514031423122,3.5736990282444827,0.10444101353192262,100.0,1.084010840108401,1.3008130081300813,2.3848238482384825,6.558265582655826,8.88888888888889,11.869918699186991,16.476964769647697,19.7289972899729,19.40379403794038,14.471544715447154,0.21680216802168023,100.0,0.0,0.0,0.0,0.26666666666666666,0.8,1.8666666666666667,5.866666666666666,17.066666666666666,26.933333333333334,47.2,0.0,100.0
2020_08_13,1018,2274,3292,4802,3936,3690,2831,1828,1106,794,21,22300,22,30,52,61,61,46,21,14,18,7,-2,278,113,40.64748201438849,128,46.0431654676259,39,14.028776978417266,21,24,45,119,166,222,305,364,360,269,3,1853,0,0,0,1,3,7,23,64,103,182,0,383,2.06286836935167,1.0554089709762533,1.3669501822600243,2.478134110787172,4.217479674796748,6.016260162601626,10.773578240904275,19.912472647702405,32.5497287522604,33.87909319899244,14.285714285714285,8.309417040358746,0.0,0.0,0.0,0.020824656393169515,0.07621951219512195,0.1897018970189702,0.8124337689862239,3.50109409190372,9.312839059674504,22.921914357682617,0.0,1.7174887892376682,4.565022421524664,10.197309417040358,14.762331838565023,21.533632286995516,17.650224215246638,16.54708520179372,12.695067264573991,8.197309417040358,4.959641255605381,3.5605381165919283,0.09417040358744394,100.0,1.1332973556395034,1.2951969778737182,2.4284943335132216,6.422018348623853,8.958445763626552,11.980572045331893,16.45979492714517,19.643820831084728,19.427954668105773,14.516999460334592,0.16189962223421478,100.0,0.0,0.0,0.0,0.26109660574412535,0.783289817232376,1.8276762402088773,6.005221932114883,16.710182767624023,26.89295039164491,47.51958224543081,0.0,100.0
2020_08_14,1040,2303,3343,4868,3991,3746,2869,1846,1120,806,24,22613,22,29,51,66,55,56,38,18,14,12,3,313,117,37.38019169329073,149,47.6038338658147,44,14.057507987220447,20,24,44,120,169,223,306,363,363,272,3,1863,0,0,0,1,3,7,23,64,104,183,0,385,1.9230769230769231,1.0421189752496742,1.3161830690996112,2.4650780608052587,4.234527687296417,5.95301655098772,10.665737190658767,19.664138678223186,32.410714285714285,33.7468982630273,12.5,8.238623800468757,0.0,0.0,0.0,0.020542317173377157,0.07516913054372337,0.18686599038974908,0.801673056814221,3.4669555796316356,9.285714285714286,22.70471464019851,0.0,1.7025604740635918,4.599124397470481,10.184407199398576,14.783531596869057,21.527439968159907,17.649139875292974,16.56569230088887,12.687392208021935,8.163445805510104,4.952903197275903,3.564321408039623,0.1061336399416265,100.0,1.0735373054213635,1.288244766505636,2.3617820719269993,6.4412238325281805,9.07139023081052,11.969940955448202,16.42512077294686,19.484702093397747,19.484702093397747,14.600107353730541,0.1610305958132045,100.0,0.0,0.0,0.0,0.2597402597402597,0.7792207792207793,1.8181818181818181,5.974025974025974,16.623376623376622,27.01298701298701,47.532467532467535,0.0,100.0
2020_08_17,1086,2398,3484,5052,4129,3898,2974,1896,1152,840,26,23451,46,95,141,184,138,152,105,50,32,34,2,838,325,38.782816229116946,395,47.13603818615752,116,13.842482100238664,20,25,45,125,171,225,314,371,377,282,3,1913,0,0,0,1,3,7,24,64,104,185,0,388,1.841620626151013,1.0425354462051708,1.2916188289322619,2.4742676167854314,4.141438604989101,5.772190867111339,10.558170813718897,19.567510548523206,32.72569444444444,33.57142857142857,11.538461538461538,8.157434650974373,0.0,0.0,0.0,0.01979414093428345,0.07265681763138775,0.17957927142124167,0.8069939475453934,3.375527426160337,9.027777777777777,22.023809523809522,0.0,1.654513666794593,4.630932582832289,10.225576734467614,14.856509317299903,21.542791352181144,17.606925077821842,16.621892456611658,12.681761971770927,8.084943072790074,4.912370474606627,3.5819368044006654,0.11086947251716345,100.0,1.0454783063251438,1.3068478829064296,2.3523261892315737,6.5342394145321485,8.938839519079979,11.761630946157867,16.414009409304757,19.393622582331417,19.70726607422896,14.741244119184527,0.15682174594877157,100.0,0.0,0.0,0.0,0.25773195876288657,0.7731958762886598,1.8041237113402062,6.185567010309279,16.49484536082474,26.804123711340207,47.68041237113402,0.0,100.0
