zip,count,rate_10k,date
97355,121,422.9,2020-10-07
97358,-1,-1,2020-10-07
97360,-1,-1,2020-10-07
97361,69,612.9,2020-10-07
97362,66,1521.4,2020-10-07
97365,316,2941.2,2020-10-07
97366,10,684.9,2020-10-07
97367,92,977.1,2020-10-07
97368,-1,-1,2020-10-07
97370,39,471.5,2020-10-07
97374,16,303.8,2020-10-07
97375,14,1118.2,2020-10-07
97376,-1,-1,2020-10-07
97378,29,326.5,2020-10-07
97380,13,530.8,2020-10-07
97381,132,897.3,2020-10-07
97383,65,678,2020-10-07
97385,24,736.9,2020-10-07
97386,26,191.6,2020-10-07
97389,14,835.3,2020-10-07
97391,21,393,2020-10-07
97392,39,751.3,2020-10-07
97394,-1,-1,2020-10-07
97396,-1,-1,2020-10-07
97401,307,757.6,2020-10-07
97402,230,456.9,2020-10-07
97403,62,533.5,2020-10-07
97404,134,415.4,2020-10-07
97405,100,224,2020-10-07
97408,56,478.2,2020-10-07
97411,-1,-1,2020-10-07
97415,23,163.7,2020-10-07
97417,-1,-1,2020-10-07
97419,-1,-1,2020-10-07
97420,84,305.8,2020-10-07
97423,13,190.9,2020-10-07
97424,50,284.2,2020-10-07
97426,19,195.6,2020-10-07
97431,-1,-1,2020-10-07
97435,-1,-1,2020-10-07
97437,-1,-1,2020-10-07
97438,-1,-1,2020-10-07
97439,25,174.3,2020-10-07
97442,-1,-1,2020-10-07
97443,-1,-1,2020-10-07
97444,-1,-1,2020-10-07
97446,35,727.3,2020-10-07
97448,26,212.3,2020-10-07
97449,-1,-1,2020-10-07
97452,-1,-1,2020-10-07
97454,-1,-1,2020-10-07
97455,-1,-1,2020-10-07
97456,11,368.5,2020-10-07
97457,29,284.1,2020-10-07
97458,-1,-1,2020-10-07
97459,62,439.8,2020-10-07
97462,13,330.1,2020-10-07
97463,11,283.7,2020-10-07
97465,-1,-1,2020-10-07
97467,-1,-1,2020-10-07
97469,-1,-1,2020-10-07
97470,41,205.2,2020-10-07
97471,61,209.6,2020-10-07
97477,147,398.7,2020-10-07
97478,170,459.3,2020-10-07
97479,49,515.5,2020-10-07
97487,35,414.3,2020-10-07
97488,-1,-1,2020-10-07
97495,-1,-1,2020-10-07
97496,12,157.2,2020-10-07
97497,-1,-1,2020-10-07
97498,-1,-1,2020-10-07
97499,-1,-1,2020-10-07
97501,436,1035.2,2020-10-07
97502,130,469.4,2020-10-07
97503,171,1624.2,2020-10-07
97504,245,551.3,2020-10-07
97520,65,265.6,2020-10-07
97523,15,239.5,2020-10-07
97524,64,442.6,2020-10-07
97525,19,413,2020-10-07
97526,93,271.9,2020-10-07
97527,87,258.1,2020-10-07
97530,20,289.2,2020-10-07
97532,-1,-1,2020-10-07
97535,29,574.6,2020-10-07
97537,22,318,2020-10-07
97538,-1,-1,2020-10-07
97539,-1,-1,2020-10-07
97540,49,617.9,2020-10-07
97541,-1,-1,2020-10-07
97544,-1,-1,2020-10-07
97601,127,565.5,2020-10-07
97603,109,369.2,2020-10-07
97623,-1,-1,2020-10-07
97624,21,600,2020-10-07
97630,32,627.9,2020-10-07
97632,-1,-1,2020-10-07
97633,13,955.2,2020-10-07
97641,-1,-1,2020-10-07
97701,233,395,2020-10-07
97702,285,702.3,2020-10-07
97703,130,391.7,2020-10-07
97707,10,172,2020-10-07
97708,-1,-1,2020-10-07
97720,-1,-1,2020-10-07
97734,28,1005,2020-10-07
97738,-1,-1,2020-10-07
97739,24,217.8,2020-10-07
97741,190,1595,2020-10-07
97753,-1,-1,2020-10-07
97754,60,323,2020-10-07
97756,183,545.4,2020-10-07
97759,31,492.5,2020-10-07
97760,29,429.2,2020-10-07
97761,325,8151.5,2020-10-07
97801,660,3066.8,2020-10-07
97813,10,768,2020-10-07
97814,94,759.2,2020-10-07
97818,367,8824.2,2020-10-07
97820,0,-1,2020-10-07
97824,11,662.3,2020-10-07
97826,24,2212,2020-10-07
97827,15,570.8,2020-10-07
97828,15,480.2,2020-10-07
97836,12,605.1,2020-10-07
97838,1577,6221.9,2020-10-07
97844,132,3468.2,2020-10-07
97845,-1,-1,2020-10-07
97846,-1,-1,2020-10-07
97850,386,2276.6,2020-10-07
97862,161,1380.1,2020-10-07
97865,-1,-1,2020-10-07
97868,24,1205.4,2020-10-07
97869,-1,-1,2020-10-07
97875,133,5095.8,2020-10-07
97882,477,6146.9,2020-10-07
97883,11,444.8,2020-10-07
97885,11,795.4,2020-10-07
97886,13,1140.4,2020-10-07
97913,278,5029.9,2020-10-07
97914,1253,6524.3,2020-10-07
97918,131,2887.4,2020-10-07
