zip,count,rate_10k,date
97148,19,557.8,2020-10-14
97201,85,549,2020-10-14
97202,185,477.3,2020-10-14
97203,368,1185.5,2020-10-14
97204,-1,-1,2020-10-14
97205,28,364.2,2020-10-14
97206,332,697.5,2020-10-14
97209,149,996.7,2020-10-14
97210,51,468.4,2020-10-14
97211,210,671.9,2020-10-14
97212,106,439.4,2020-10-14
97213,163,557.9,2020-10-14
97214,161,676.1,2020-10-14
97215,115,702.3,2020-10-14
97216,189,1212,2020-10-14
97217,212,674.3,2020-10-14
97218,196,1346.1,2020-10-14
97219,197,508.9,2020-10-14
97220,369,1295,2020-10-14
97221,51,438.5,2020-10-14
97222,253,723.3,2020-10-14
97223,314,672.4,2020-10-14
97224,208,668.3,2020-10-14
97225,156,645.3,2020-10-14
97227,35,909.8,2020-10-14
97229,271,465.5,2020-10-14
97230,591,1486.7,2020-10-14
97231,21,490.7,2020-10-14
97232,52,453.3,2020-10-14
97233,945,2400.5,2020-10-14
97236,852,2312,2020-10-14
97239,82,579.5,2020-10-14
97266,450,1351.4,2020-10-14
97267,207,671.2,2020-10-14
97301,880,1644.3,2020-10-14
97302,271,729.8,2020-10-14
97303,494,1277.7,2020-10-14
97304,322,1131.7,2020-10-14
97305,902,2245.1,2020-10-14
97306,279,1019.7,2020-10-14
97317,312,1281.1,2020-10-14
97321,153,613.8,2020-10-14
97322,253,743.3,2020-10-14
97324,-1,-1,2020-10-14
97325,48,725.7,2020-10-14
97327,-1,-1,2020-10-14
97330,173,417.1,2020-10-14
97331,27,1121.3,2020-10-14
97333,88,411.7,2020-10-14
97338,69,344.2,2020-10-14
97341,-1,-1,2020-10-14
97344,-1,-1,2020-10-14
97347,10,532.5,2020-10-14
97348,-1,-1,2020-10-14
97351,105,1018.7,2020-10-14
97352,24,428.3,2020-10-14
97355,155,541.7,2020-10-14
97358,-1,-1,2020-10-14
97360,-1,-1,2020-10-14
97361,73,648.4,2020-10-14
97362,70,1613.6,2020-10-14
97365,318,2959.8,2020-10-14
97366,10,684.9,2020-10-14
97367,94,998.3,2020-10-14
97368,-1,-1,2020-10-14
97370,44,532,2020-10-14
97374,18,341.8,2020-10-14
97375,16,1278,2020-10-14
97376,-1,-1,2020-10-14
97378,30,337.8,2020-10-14
97380,13,530.8,2020-10-14
97381,142,965.3,2020-10-14
97383,70,730.2,2020-10-14
97385,26,798.3,2020-10-14
97386,35,258,2020-10-14
97389,14,835.3,2020-10-14
97391,27,505.2,2020-10-14
97392,46,886.1,2020-10-14
97394,-1,-1,2020-10-14
97396,-1,-1,2020-10-14
97401,393,969.9,2020-10-14
97402,269,534.3,2020-10-14
97403,103,886.3,2020-10-14
97404,150,465,2020-10-14
97405,124,277.7,2020-10-14
97408,68,580.7,2020-10-14
97411,-1,-1,2020-10-14
97415,40,284.7,2020-10-14
97417,-1,-1,2020-10-14
97419,-1,-1,2020-10-14
97420,101,367.6,2020-10-14
97423,13,190.9,2020-10-14
97424,53,301.2,2020-10-14
97426,22,226.4,2020-10-14
97431,-1,-1,2020-10-14
97435,-1,-1,2020-10-14
97437,-1,-1,2020-10-14
97438,-1,-1,2020-10-14
97439,27,188.2,2020-10-14
97442,-1,-1,2020-10-14
97443,-1,-1,2020-10-14
97444,-1,-1,2020-10-14
97446,39,810.5,2020-10-14
97448,31,253.2,2020-10-14
97449,-1,-1,2020-10-14
97452,-1,-1,2020-10-14
97454,-1,-1,2020-10-14
97455,-1,-1,2020-10-14
97456,11,368.5,2020-10-14
97457,34,333.1,2020-10-14
97458,-1,-1,2020-10-14
97459,63,446.9,2020-10-14
97462,14,355.5,2020-10-14
97463,12,309.5,2020-10-14
97465,-1,-1,2020-10-14
97467,-1,-1,2020-10-14
97469,-1,-1,2020-10-14
97470,49,245.2,2020-10-14
97471,69,237.1,2020-10-14
97477,167,452.9,2020-10-14
97478,191,516.1,2020-10-14
97479,50,526,2020-10-14
97487,39,461.6,2020-10-14
97488,-1,-1,2020-10-14
97495,-1,-1,2020-10-14
97496,12,157.2,2020-10-14
97497,0,0,2020-10-14
97498,-1,-1,2020-10-14
97499,-1,-1,2020-10-14
97501,475,1127.8,2020-10-14
97502,145,523.6,2020-10-14
97503,175,1662.2,2020-10-14
97504,281,632.3,2020-10-14
97520,71,290.2,2020-10-14
97523,15,239.5,2020-10-14
97524,70,484.1,2020-10-14
97525,20,434.7,2020-10-14
97526,100,292.4,2020-10-14
97527,98,290.7,2020-10-14
97530,20,289.2,2020-10-14
97532,-1,-1,2020-10-14
97535,29,574.6,2020-10-14
97537,21,303.6,2020-10-14
97538,-1,-1,2020-10-14
97539,-1,-1,2020-10-14
97540,49,617.9,2020-10-14
97541,-1,-1,2020-10-14
97544,0,0,2020-10-14
97601,136,605.5,2020-10-14
97603,174,589.3,2020-10-14
97623,-1,-1,2020-10-14
97624,27,771.4,2020-10-14
97630,33,647.6,2020-10-14
97632,-1,-1,2020-10-14
97633,13,955.2,2020-10-14
97641,0,0,2020-10-14
97701,259,439,2020-10-14
97702,306,754,2020-10-14
97703,140,421.9,2020-10-14
97707,12,206.4,2020-10-14
97708,-1,-1,2020-10-14
97720,-1,-1,2020-10-14
97734,30,1076.8,2020-10-14
97738,-1,-1,2020-10-14
97739,24,217.8,2020-10-14
97741,203,1704.2,2020-10-14
97753,-1,-1,2020-10-14
97754,66,355.3,2020-10-14
97756,195,581.2,2020-10-14
97759,33,524.3,2020-10-14
97760,33,488.4,2020-10-14
97761,338,8477.6,2020-10-14
97801,703,3266.6,2020-10-14
97813,10,768,2020-10-14
97814,103,831.9,2020-10-14
97818,372,8944.5,2020-10-14
97820,0,0,2020-10-14
97824,11,662.3,2020-10-14
97826,25,2304.1,2020-10-14
97827,19,723,2020-10-14
97828,16,512.2,2020-10-14
97836,12,605.1,2020-10-14
97838,1604,6328.4,2020-10-14
97844,135,3547,2020-10-14
97845,-1,-1,2020-10-14
97846,-1,-1,2020-10-14
97850,387,2282.5,2020-10-14
97862,164,1405.8,2020-10-14
97865,-1,-1,2020-10-14
97868,24,1205.4,2020-10-14
97869,-1,-1,2020-10-14
97875,135,5172.4,2020-10-14
97882,483,6224.2,2020-10-14
97883,11,444.8,2020-10-14
97885,13,940,2020-10-14
97886,13,1140.4,2020-10-14
97913,291,5265.1,2020-10-14
97914,1308,6810.7,2020-10-14
97918,138,3041.7,2020-10-14
