ZIP Code,Case Count,"Cases Per 100,000",report_date
97389,30,1790,2020-12-02
97391,37,692.4,2020-12-02
97392,100,1926.4,2020-12-02
97394,18,387.7,2020-12-02
97396,23,729.2,2020-12-02
97401,788,1944.7,2020-12-02
97402,728,1446.1,2020-12-02
97403,207,1781.1,2020-12-02
97404,366,1134.7,2020-12-02
97405,304,680.9,2020-12-02
97408,143,1221.1,2020-12-02
97411,19,273.3,2020-12-02
97415,97,690.3,2020-12-02
97417,38,1558,2020-12-02
97419,13,1219.5,2020-12-02
97420,224,815.3,2020-12-02
97423,28,411.2,2020-12-02
97424,125,710.5,2020-12-02
97426,90,926.3,2020-12-02
97431,16,685.2,2020-12-02
97435,11,468.3,2020-12-02
97437,16,622.1,2020-12-02
97438,12,1007.6,2020-12-02
97439,46,320.7,2020-12-02
97442,-1,0,2020-12-02
97443,14,627.2,2020-12-02
97444,25,482.5,2020-12-02
97446,100,2078.1,2020-12-02
97448,173,1412.9,2020-12-02
97449,-1,0,2020-12-02
97452,10,704.2,2020-12-02
97454,14,1047.1,2020-12-02
97455,24,945.6,2020-12-02
97456,22,737,2020-12-02
97457,93,911.1,2020-12-02
97458,12,253.5,2020-12-02
97459,124,879.7,2020-12-02
97462,38,965,2020-12-02
97463,32,825.4,2020-12-02
97465,-1,0,2020-12-02
97467,52,974,2020-12-02
97469,26,1001.5,2020-12-02
97470,205,1025.8,2020-12-02
97471,274,941.6,2020-12-02
97477,470,1274.6,2020-12-02
97478,489,1321.2,2020-12-02
97479,121,1273,2020-12-02
97487,85,1006,2020-12-02
97488,-1,0,2020-12-02
97495,12,827.6,2020-12-02
97496,47,615.7,2020-12-02
97497,-1,0,2020-12-02
97498,-1,0,2020-12-02
97499,-1,0,2020-12-02
97501,1311,3112.8,2020-12-02
97502,519,1874.1,2020-12-02
97503,383,3637.9,2020-12-02
97504,903,2031.8,2020-12-02
97520,226,923.6,2020-12-02
97523,34,542.8,2020-12-02
97524,224,1549.2,2020-12-02
97525,53,1151.9,2020-12-02
97526,228,666.6,2020-12-02
97527,220,652.6,2020-12-02
97530,87,1258,2020-12-02
97532,19,799,2020-12-02
97535,84,1664.4,2020-12-02
97537,51,737.2,2020-12-02
97538,15,727.1,2020-12-02
97539,25,751,2020-12-02
97540,99,1248.4,2020-12-02
97541,-1,0,2020-12-02
97544,-1,0,2020-12-02
97601,304,1353.6,2020-12-02
97603,459,1554.6,2020-12-02
97623,16,692.6,2020-12-02
97624,47,1342.9,2020-12-02
97630,112,2197.8,2020-12-02
97632,24,1637.1,2020-12-02
97633,33,2424.7,2020-12-02
97641,21,1599.4,2020-12-02
97701,613,1039.1,2020-12-02
97702,711,1752,2020-12-02
97703,367,1105.9,2020-12-02
97707,40,688,2020-12-02
97708,12,56,2020-12-02
97720,60,1324.5,2020-12-02
97734,52,1866.5,2020-12-02
97738,35,1803.2,2020-12-02
97739,59,535.5,2020-12-02
97741,311,2610.8,2020-12-02
97753,19,942.5,2020-12-02
97754,222,1195.2,2020-12-02
97756,552,1645.1,2020-12-02
97759,92,1461.7,2020-12-02
97760,83,1228.4,2020-12-02
97761,467,11713.1,2020-12-02
97801,1082,5027.6,2020-12-02
97813,25,1920.1,2020-12-02
97814,222,1792.9,2020-12-02
97818,441,10603.5,2020-12-02
97820,19,1735.2,2020-12-02
97824,26,1565.3,2020-12-02
97826,32,2949.3,2020-12-02
97827,34,1293.8,2020-12-02
97828,25,800.3,2020-12-02
97836,25,1260.7,2020-12-02
97838,2070,8167,2020-12-02
97844,188,4939.6,2020-12-02
97845,70,2639.5,2020-12-02
97846,13,687.5,2020-12-02
97850,645,3804.2,2020-12-02
97862,354,3034.5,2020-12-02
97865,23,1982.8,2020-12-02
97868,45,2260.2,2020-12-02
97869,-1,0,2020-12-02
97875,186,7126.4,2020-12-02
97882,604,7783.5,2020-12-02
97883,38,1536.6,2020-12-02
97885,27,1952.3,2020-12-02
97886,23,2017.5,2020-12-02
97913,435,7870.5,2020-12-02
97914,1734,9028.9,2020-12-02
97918,222,4893.1,2020-12-02
