zip,count,rate_10k,date
97360,-1,-1,2020-09-16
97361,56,497.4,2020-09-16
97362,53,1221.8,2020-09-16
97365,315,2931.9,2020-09-16
97366,10,684.9,2020-09-16
97367,85,902.7,2020-09-16
97368,-1,-1,2020-09-16
97370,31,374.8,2020-09-16
97374,12,227.9,2020-09-16
97375,12,958.5,2020-09-16
97376,-1,-1,2020-09-16
97378,29,326.5,2020-09-16
97380,13,530.8,2020-09-16
97381,106,720.5,2020-09-16
97383,53,552.8,2020-09-16
97385,21,644.8,2020-09-16
97386,17,125.3,2020-09-16
97389,-1,-1,2020-09-16
97391,18,336.8,2020-09-16
97392,32,616.5,2020-09-16
97394,-1,-1,2020-09-16
97396,-1,-1,2020-09-16
97401,123,303.5,2020-09-16
97402,152,301.9,2020-09-16
97403,27,232.3,2020-09-16
97404,75,232.5,2020-09-16
97405,66,147.8,2020-09-16
97408,39,333,2020-09-16
97411,-1,-1,2020-09-16
97415,20,142.3,2020-09-16
97417,-1,-1,2020-09-16
97419,-1,-1,2020-09-16
97420,57,207.5,2020-09-16
97423,13,190.9,2020-09-16
97424,34,193.2,2020-09-16
97426,16,164.7,2020-09-16
97431,-1,-1,2020-09-16
97435,-1,-1,2020-09-16
97437,-1,-1,2020-09-16
97438,-1,-1,2020-09-16
97439,22,153.4,2020-09-16
97442,-1,-1,2020-09-16
97443,-1,-1,2020-09-16
97444,-1,-1,2020-09-16
97446,23,478,2020-09-16
97448,13,106.2,2020-09-16
97449,0,0,2020-09-16
97452,-1,-1,2020-09-16
97454,0,0,2020-09-16
97455,-1,-1,2020-09-16
97456,-1,-1,2020-09-16
97457,15,146.9,2020-09-16
97458,-1,-1,2020-09-16
97459,52,368.9,2020-09-16
97462,11,279.3,2020-09-16
97463,-1,-1,2020-09-16
97465,-1,-1,2020-09-16
97467,-1,-1,2020-09-16
97469,-1,-1,2020-09-16
97470,35,175.1,2020-09-16
97471,42,144.3,2020-09-16
97477,92,249.5,2020-09-16
97478,125,337.7,2020-09-16
97479,41,431.4,2020-09-16
97487,13,153.9,2020-09-16
97488,-1,-1,2020-09-16
97495,-1,-1,2020-09-16
97496,10,131,2020-09-16
97497,0,0,2020-09-16
97498,-1,-1,2020-09-16
97499,-1,-1,2020-09-16
97501,344,816.8,2020-09-16
97502,110,397.2,2020-09-16
97503,132,1253.8,2020-09-16
97504,167,375.8,2020-09-16
97520,46,188,2020-09-16
97523,10,159.6,2020-09-16
97524,49,338.9,2020-09-16
97525,17,369.5,2020-09-16
97526,72,210.5,2020-09-16
97527,74,219.5,2020-09-16
97530,19,274.7,2020-09-16
97532,-1,-1,2020-09-16
97535,19,376.5,2020-09-16
97537,18,260.2,2020-09-16
97538,0,0,2020-09-16
97539,-1,-1,2020-09-16
97540,38,479.2,2020-09-16
97541,-1,-1,2020-09-16
97544,0,0,2020-09-16
97601,94,418.5,2020-09-16
97603,91,308.2,2020-09-16
97623,-1,-1,2020-09-16
97624,10,285.7,2020-09-16
97630,28,549.5,2020-09-16
97632,-1,-1,2020-09-16
97633,13,955.2,2020-09-16
97641,0,0,2020-09-16
97701,200,339,2020-09-16
97702,223,549.5,2020-09-16
97703,94,283.3,2020-09-16
97707,-1,-1,2020-09-16
97708,-1,-1,2020-09-16
97720,-1,-1,2020-09-16
97734,21,753.8,2020-09-16
97738,-1,-1,2020-09-16
97739,18,163.4,2020-09-16
97741,169,1418.7,2020-09-16
97753,-1,-1,2020-09-16
97754,56,301.5,2020-09-16
97756,140,417.2,2020-09-16
97759,25,397.2,2020-09-16
97760,25,370,2020-09-16
97761,284,7123.2,2020-09-16
97801,554,2574.2,2020-09-16
97813,10,768,2020-09-16
97814,83,670.3,2020-09-16
97818,332,7982.7,2020-09-16
97820,0,0,2020-09-16
97824,10,602,2020-09-16
97826,25,2304.1,2020-09-16
97827,14,532.7,2020-09-16
97828,10,320.1,2020-09-16
97836,11,554.7,2020-09-16
97838,1512,5965.4,2020-09-16
97844,124,3258,2020-09-16
97845,-1,-1,2020-09-16
97846,-1,-1,2020-09-16
97850,377,2223.5,2020-09-16
97862,143,1225.8,2020-09-16
97865,-1,-1,2020-09-16
97868,21,1054.7,2020-09-16
97869,-1,-1,2020-09-16
97875,127,4865.9,2020-09-16
97882,448,5773.2,2020-09-16
97883,10,404.4,2020-09-16
97885,-1,-1,2020-09-16
97886,12,1052.6,2020-09-16
97913,209,3781.4,2020-09-16
97914,1074,5592.3,2020-09-16
97918,100,2204.1,2020-09-16
