ZIP Code,Case Count,"Cases Per 100,000",report_date
97002,160,2845.5,2020-12-16
97003,680,2627.1,2020-12-16
97004,63,1435.7,2020-12-16
97005,863,3465,2020-12-16
97006,1096,1738.7,2020-12-16
97007,1099,1641.4,2020-12-16
97008,637,2198.9,2020-12-16
97009,215,2769.9,2020-12-16
97013,756,3332.2,2020-12-16
97014,24,1863.4,2020-12-16
97015,752,3852.3,2020-12-16
97016,72,1183.6,2020-12-16
97017,31,1060.9,2020-12-16
97018,28,1434.4,2020-12-16
97019,74,2341,2020-12-16
97021,19,1744.7,2020-12-16
97022,74,1988.2,2020-12-16
97023,203,2064.7,2020-12-16
97024,561,5477.4,2020-12-16
97026,235,6159.9,2020-12-16
97027,202,1665.2,2020-12-16
97030,1639,4466.8,2020-12-16
97031,504,2742.9,2020-12-16
97032,248,4917.7,2020-12-16
97034,265,1401.7,2020-12-16
97035,339,1417.7,2020-12-16
97038,349,2309.3,2020-12-16
97040,19,1527.3,2020-12-16
97041,65,2307.4,2020-12-16
97042,47,1607.9,2020-12-16
97045,1194,2324.8,2020-12-16
97048,95,1419.8,2020-12-16
97049,20,1053.2,2020-12-16
97051,235,1472.7,2020-12-16
97053,29,893.1,2020-12-16
97054,-1,-1,2020-12-16
97055,445,2564.8,2020-12-16
97056,181,1574.3,2020-12-16
97058,636,3206,2020-12-16
97060,777,3660.6,2020-12-16
97062,831,3029.1,2020-12-16
97063,-1,-1,2020-12-16
97064,33,952.7,2020-12-16
97067,31,1450,2020-12-16
97068,393,1388.4,2020-12-16
97070,491,2342.9,2020-12-16
97071,2121,7363.8,2020-12-16
97078,698,3257,2020-12-16
97080,1519,3715,2020-12-16
97086,813,3125.7,2020-12-16
97089,330,2753.2,2020-12-16
97101,65,1713.2,2020-12-16
97103,171,1014.3,2020-12-16
97106,73,1604.4,2020-12-16
97107,-1,-1,2020-12-16
97110,15,1168.2,2020-12-16
97111,59,1869.5,2020-12-16
97112,21,1104.7,2020-12-16
97113,765,5404.5,2020-12-16
97114,164,3443.9,2020-12-16
97115,76,1836.2,2020-12-16
97116,919,3812.6,2020-12-16
97119,84,1900.5,2020-12-16
97121,24,1735.4,2020-12-16
97123,1742,3911.4,2020-12-16
97124,1140,2357.9,2020-12-16
97127,107,2861,2020-12-16
97128,1041,2880.4,2020-12-16
97131,10,400.3,2020-12-16
97132,578,2044,2020-12-16
97133,80,2000,2020-12-16
97136,11,624.6,2020-12-16
97137,27,2065.8,2020-12-16
97138,123,1227.4,2020-12-16
97140,418,1780.7,2020-12-16
97141,124,943.7,2020-12-16
97146,118,1998.3,2020-12-16
97148,49,1438.6,2020-12-16
97201,236,1524.2,2020-12-16
97202,509,1313.1,2020-12-16
97203,902,2905.7,2020-12-16
97204,33,3185.3,2020-12-16
97205,89,1157.6,2020-12-16
97206,1009,2119.9,2020-12-16
97209,671,4488.3,2020-12-16
97210,135,1240,2020-12-16
97211,586,1875,2020-12-16
97212,270,1119.1,2020-12-16
97213,480,1642.8,2020-12-16
97214,337,1415.2,2020-12-16
97215,278,1697.7,2020-12-16
97216,548,3514.2,2020-12-16
97217,641,2038.9,2020-12-16
97218,623,4278.6,2020-12-16
97219,544,1405.4,2020-12-16
97220,1002,3516.4,2020-12-16
97221,137,1178,2020-12-16
97222,737,2107,2020-12-16
97223,981,2100.7,2020-12-16
97224,565,1815.4,2020-12-16
97225,361,1493.2,2020-12-16
97227,103,2677.4,2020-12-16
97229,784,1346.7,2020-12-16
97230,1694,4261.4,2020-12-16
97231,52,1215,2020-12-16
97232,196,1708.5,2020-12-16
97233,2351,5972,2020-12-16
97236,2107,5717.5,2020-12-16
97239,219,1547.7,2020-12-16
97266,1386,4162.2,2020-12-16
97267,640,2075.3,2020-12-16
97301,2136,3991.2,2020-12-16
97302,726,1955.2,2020-12-16
97303,1202,3108.9,2020-12-16
97304,744,2614.7,2020-12-16
97305,1970,4903.4,2020-12-16
97306,704,2573.1,2020-12-16
97317,843,3461.3,2020-12-16
97321,456,1829.3,2020-12-16
97322,718,2109.3,2020-12-16
97324,14,1243.3,2020-12-16
97325,136,2056.2,2020-12-16
97327,38,1323.6,2020-12-16
97330,540,1302.1,2020-12-16
97331,41,1702.7,2020-12-16
97333,264,1235,2020-12-16
97338,295,1471.7,2020-12-16
97341,15,645.2,2020-12-16
97344,-1,-1,2020-12-16
97347,35,1863.7,2020-12-16
97348,34,2092.3,2020-12-16
97351,333,3230.8,2020-12-16
97352,108,1927.2,2020-12-16
97355,564,1971.1,2020-12-16
97358,29,1125.8,2020-12-16
97360,21,933.7,2020-12-16
97361,215,1909.8,2020-12-16
97362,156,3596.1,2020-12-16
97365,386,3592.7,2020-12-16
97366,12,821.9,2020-12-16
97367,152,1614.3,2020-12-16
97368,26,756.9,2020-12-16
97370,105,1269.5,2020-12-16
97374,79,1500.2,2020-12-16
97375,21,1677.3,2020-12-16
97376,-1,-1,2020-12-16
97378,99,1114.6,2020-12-16
97380,49,2000.8,2020-12-16
97381,301,2046.1,2020-12-16
97383,207,2159.2,2020-12-16
97385,60,1842.2,2020-12-16
97386,141,1039.3,2020-12-16
97389,41,2446.3,2020-12-16
97391,55,1029.2,2020-12-16
97392,118,2273.2,2020-12-16
97394,27,581.5,2020-12-16
97396,41,1299.9,2020-12-16
97401,932,2300,2020-12-16
97402,966,1918.9,2020-12-16
97403,239,2056.4,2020-12-16
97404,465,1441.6,2020-12-16
97405,406,909.4,2020-12-16
97408,181,1545.6,2020-12-16
97411,33,474.6,2020-12-16
97415,161,1145.8,2020-12-16
97417,53,2173,2020-12-16
97419,18,1688.6,2020-12-16
97420,295,1073.8,2020-12-16
97423,48,704.9,2020-12-16
97424,168,954.9,2020-12-16
97426,157,1615.9,2020-12-16
97431,26,1113.5,2020-12-16
97435,16,681.1,2020-12-16
97437,22,855.4,2020-12-16
97438,16,1343.4,2020-12-16
97439,61,425.3,2020-12-16
97442,11,492.8,2020-12-16
97443,19,851.3,2020-12-16
97444,29,559.7,2020-12-16
97446,117,2431.4,2020-12-16
97448,228,1862.1,2020-12-16
97449,10,510.5,2020-12-16
97452,17,1197.2,2020-12-16
97454,16,1196.7,2020-12-16
97455,32,1260.8,2020-12-16
97456,28,938,2020-12-16
97457,116,1136.4,2020-12-16
97458,15,316.9,2020-12-16
97459,140,993.2,2020-12-16
97462,54,1371.3,2020-12-16
97463,50,1289.7,2020-12-16
97465,-1,-1,2020-12-16
97467,55,1030.2,2020-12-16
97469,29,1117.1,2020-12-16
97470,234,1170.9,2020-12-16
97471,341,1171.8,2020-12-16
97477,654,1773.6,2020-12-16
97478,697,1883.2,2020-12-16
97479,140,1472.9,2020-12-16
97487,102,1207.2,2020-12-16
97488,-1,-1,2020-12-16
97495,16,1103.4,2020-12-16
97496,67,877.7,2020-12-16
97497,-1,-1,2020-12-16
97498,-1,-1,2020-12-16
97499,10,511,2020-12-16
97501,1583,3758.6,2020-12-16
97502,678,2448.2,2020-12-16
97503,472,4483.3,2020-12-16
97504,1115,2508.8,2020-12-16
97520,311,1271,2020-12-16
97523,47,750.3,2020-12-16
97524,296,2047.2,2020-12-16
97525,71,1543.1,2020-12-16
97526,364,1064.2,2020-12-16
97527,347,1029.3,2020-12-16
97530,114,1648.4,2020-12-16
97532,29,1219.5,2020-12-16
97535,95,1882.3,2020-12-16
97537,68,982.9,2020-12-16
97538,19,921,2020-12-16
97539,37,1111.4,2020-12-16
97540,125,1576.3,2020-12-16
97541,14,947.2,2020-12-16
97544,-1,-1,2020-12-16
97601,472,2101.6,2020-12-16
97603,728,2465.7,2020-12-16
97623,23,995.7,2020-12-16
97624,65,1857.1,2020-12-16
97630,144,2825.7,2020-12-16
97632,52,3547.1,2020-12-16
97633,51,3747.2,2020-12-16
97641,22,1675.6,2020-12-16
97701,793,1344.2,2020-12-16
97702,901,2220.1,2020-12-16
97703,464,1398.2,2020-12-16
97707,60,1032,2020-12-16
97708,16,74.7,2020-12-16
97720,67,1479,2020-12-16
97734,71,2548.5,2020-12-16
97738,42,2163.8,2020-12-16
97739,94,853.1,2020-12-16
97741,465,3903.6,2020-12-16
97753,23,1140.9,2020-12-16
97754,335,1803.6,2020-12-16
97756,789,2351.4,2020-12-16
97759,121,1922.5,2020-12-16
97760,126,1864.7,2020-12-16
97761,571,14321.5,2020-12-16
97801,1195,5552.7,2020-12-16
97813,31,2381,2020-12-16
97814,291,2350.2,2020-12-16
97818,483,11613.4,2020-12-16
97820,22,2009.1,2020-12-16
97824,32,1926.6,2020-12-16
97826,35,3225.8,2020-12-16
97827,46,1750.4,2020-12-16
97828,28,896.3,2020-12-16
97836,30,1512.9,2020-12-16
97838,2268,8948.2,2020-12-16
97844,223,5859.2,2020-12-16
97845,76,2865.8,2020-12-16
97846,14,740.3,2020-12-16
97850,721,4252.4,2020-12-16
97862,462,3960.2,2020-12-16
97865,23,1982.8,2020-12-16
97868,50,2511.3,2020-12-16
97869,20,1762.1,2020-12-16
97875,198,7586.2,2020-12-16
97882,648,8350.5,2020-12-16
97883,49,1981.4,2020-12-16
97885,27,1952.3,2020-12-16
97886,34,2982.5,2020-12-16
97913,465,8413.2,2020-12-16
97914,1845,9606.9,2020-12-16
97918,274,6039.2,2020-12-16
