zip,count,rate_10k,date
97703,172,518.3,2020-10-28
97707,13,223.6,2020-10-28
97708,-1,-1,2020-10-28
97720,11,242.8,2020-10-28
97734,31,1112.7,2020-10-28
97738,10,515.2,2020-10-28
97739,25,226.9,2020-10-28
97741,212,1779.7,2020-10-28
97753,-1,-1,2020-10-28
97754,101,543.8,2020-10-28
97756,225,670.6,2020-10-28
97759,36,572,2020-10-28
97760,36,532.8,2020-10-28
97761,343,8603,2020-10-28
97801,778,3615.1,2020-10-28
97813,11,844.9,2020-10-28
97814,109,880.3,2020-10-28
97818,377,9064.7,2020-10-28
97820,-1, -1,2020-10-28
97824,11,662.3,2020-10-28
97826,28,2580.6,2020-10-28
97827,23,875.2,2020-10-28
97828,18,576.2,2020-10-28
97836,12,605.1,2020-10-28
97838,1654,6525.7,2020-10-28
97844,143,3757.2,2020-10-28
97845,-1, -1,2020-10-28
97846,10,528.8,2020-10-28
97850,399,2353.3,2020-10-28
97862,177,1517.2,2020-10-28
97865,-1, -1,2020-10-28
97868,28,1406.3,2020-10-28
97869,-1, -1,2020-10-28
97875,137,5249,2020-10-28
97882,506,6520.6,2020-10-28
97883,11,444.8,2020-10-28
97885,15,1084.6,2020-10-28
97886,14,1228.1,2020-10-28
97913,320,5789.8,2020-10-28
97914,1406,7321,2020-10-28
97918,151,3328.2,2020-10-28
