zip,count,date,COVID_count_per_10k,name,total_population,median_household_income
97058,59,2020-12-02,27.82231443930963,The Dalles,21206,51778
97361,35,2020-12-02,27.753548489414005,Monmouth,12611,47043
97114,15,2020-12-02,27.53809436387002,Dayton,5447,67395
97426,29,2020-12-02,27.332704995287465,Creswell,10610,63451
97383,28,2020-12-02,27.068832173240526,Stayton,10344,55632
97267,88,2020-12-02,26.947574718275355,Portland,32656,71640
97203,96,2020-12-02,26.921674752516896,Portland,35659,57817
97140,77,2020-12-02,26.74446875759786,Sherwood,28791,103356
97845,7,2020-12-02,26.717557251908396,John Day,2620,48837
97211,91,2020-12-02,26.697960979903183,Portland,34085,80640
97741,37,2020-12-02,26.687824581650318,Madras,13864,50018
97448,36,2020-12-02,26.17801047120419,Junction City,13752,57776
97213,82,2020-12-02,25.974025974025974,Portland,31570,73860
97031,51,2020-12-02,25.937039108986422,Hood River,19663,63475
97206,133,2020-12-02,25.91430742552072,Portland,51323,62204
97023,30,2020-12-02,25.751072961373392,Estacada,11650,75268
97502,76,2020-12-02,25.627191799298625,Central Point,29656,55522
97322,95,2020-12-02,25.575447570332482,Albany,37145,49169
97119,11,2020-12-02,25.333947489636113,Gaston,4342,86088
97504,124,2020-12-02,25.291670066084688,Medford,49028,56873
97355,79,2020-12-02,25.251718075755154,Lebanon,31285,51381
97132,79,2020-12-02,25.176073169954428,Newberg,31379,71141
97222,93,2020-12-02,24.964432394706467,Portland,37253,58020
97321,69,2020-12-02,24.78715378812372,Albany,27837,68304
97525,13,2020-12-02,24.677296886864085,Gold Hill,5268,50465
97535,14,2020-12-02,24.07566638005159,Phoenix,5815,44271
97374,13,2020-12-02,23.04555929799681,Scio,5641,71138
97217,82,2020-12-02,22.64505260832344,Portland,36211,69277
97365,25,2020-12-02,22.45979696343545,Newport,11131,46167
97027,29,2020-12-02,22.309408416032003,Gladstone,12999,68497
97302,90,2020-12-02,22.06423142927188,Salem,40790,64161
97386,32,2020-12-02,21.971985718209282,Sweet Home,14564,44923
97224,82,2020-12-02,21.917515302167697,Portland,37413,78136
97524,35,2020-12-02,21.89415738771425,Eagle Point,15986,62913
97041,7,2020-12-02,21.66511915815537,Mount Hood Parkdale,3231,73821
97734,7,2020-12-02,21.459227467811157,Culver,3262,53777
97004,10,2020-12-02,21.326508850501174,Beavercreek,4689,94200
97703,66,2020-12-02,21.293070073557878,Bend,30996,78610
97883,6,2020-12-02,21.246458923512748,Union,2824,45161
97128,84,2020-12-02,21.227130294147376,Mcminnville,39572,54784
97338,46,2020-12-02,20.97200692988055,Dallas,21934,55449
97402,113,2020-12-02,20.589253502906182,Eugene,54883,44970
97215,37,2020-12-02,20.446507515473034,Portland,18096,85750
97624,9,2020-12-02,20.394289598912305,Chiloquin,4413,35870
97478,81,2020-12-02,20.192451513187414,Springfield,40114,55845
97231,9,2020-12-02,20.080321285140563,Portland,4482,112694
97754,41,2020-12-02,19.96882914474966,Prineville,20532,38952
97385,7,2020-12-02,19.84689537850865,Sublimity,3527,67784
97720,9,2020-12-02,19.7325147993861,Burns,4561,39203
97462,8,2020-12-02,19.66568338249754,Oakland,4068,52371
97070,49,2020-12-02,19.359171901544784,Wilsonville,25311,80835
97396,7,2020-12-02,18.980477223427332,Willamina,3688,50511
97202,81,2020-12-02,18.82713897217767,Portland,43023,71733
97532,5,2020-12-02,18.698578908002993,Merlin,2674,55284
97477,72,2020-12-02,18.670746570546896,Springfield,38563,42555
97229,131,2020-12-02,18.53423882286361,Portland,70680,119453
97538,5,2020-12-02,18.38235294117647,Selma,2720,46611
97707,13,2020-12-02,18.28410689170183,Bend,7110,62308
97539,7,2020-12-02,18.238665971860343,Shady Cove,3838,40585
97022,7,2020-12-02,18.1723779854621,Eagle Creek,3852,75311
97352,12,2020-12-02,17.972143178073985,Jefferson,6677,62500
97759,14,2020-12-02,17.96484024124214,Sisters,7793,75337
97053,6,2020-12-02,17.947950942267425,Warren,3343,70596
97530,14,2020-12-02,17.576898932831135,Jacksonville,7965,60279
97814,22,2020-12-02,17.457546421202984,Baker City,12602,46509
97219,72,2020-12-02,17.296050735082158,Portland,41628,100306
97138,19,2020-12-02,17.266448564158487,Seaside,11004,48139
97068,52,2020-12-02,17.057009774978678,West Linn,30486,114441
97232,25,2020-12-02,16.98023500645249,Portland,14723,58233
97225,44,2020-12-02,16.86728513378824,Portland,26086,89522
97034,34,2020-12-02,16.778523489932887,Lake Oswego,20264,142163
97017,5,2020-12-02,16.733601070950467,Colton,2988,88141
97133,9,2020-12-02,16.70688695006497,North Plains,5387,88697
97141,23,2020-12-02,16.580161476355247,Tillamook,13872,50213
97401,75,2020-12-02,16.360899631334394,Eugene,45841,37586
97753,4,2020-12-02,16.26677511183408,Powell Butte,2459,72838
97415,25,2020-12-02,16.01024655779699,Brookings,15615,41438
97137,2,2020-12-02,16.0,Saint Paul,1250,82775
97526,57,2020-12-02,15.710702571593947,Grants Pass,36281,48330
97333,35,2020-12-02,15.50112936799681,Corvallis,22579,55348
97487,14,2020-12-02,15.359297860669226,Veneta,9115,54469
97471,47,2020-12-02,15.243408036843642,Roseburg,30833,55714
97051,26,2020-12-02,15.229615745079663,Saint Helens,17072,52674
97391,9,2020-12-02,14.900662251655628,Toledo,6040,52634
97537,11,2020-12-02,14.802852913470597,Rogue River,7431,48920
97739,20,2020-12-02,14.730794726375487,La Pine,13577,48661
97048,10,2020-12-02,14.434180138568129,Rainier,6928,55360
97738,3,2020-12-02,14.33349259436216,Hines,2093,51069
97212,37,2020-12-02,13.761809119988097,Portland,26886,101728
97527,48,2020-12-02,13.753581661891117,Grants Pass,34900,48717
97201,24,2020-12-02,13.687692483175544,Portland,17534,56236
97358,4,2020-12-02,13.513513513513514,Lyons,2960,65701
97106,7,2020-12-02,13.285253368760676,Banks,5269,104265
97885,2,2020-12-02,13.26259946949602,Wallowa,1508,51842
97381,22,2020-12-02,13.202904639020584,Silverton,16663,71467
97437,4,2020-12-02,13.179571663920923,Elmira,3035,59021
97370,12,2020-12-02,13.053410203415643,Philomath,9193,63322
97378,12,2020-12-02,12.66624445851805,Sheridan,9474,51177
97327,4,2020-12-02,12.574662055957246,Brownsville,3181,60345
97035,31,2020-12-02,12.425845759179092,Lake Oswego,24948,101507
97214,35,2020-12-02,12.249326287054211,Portland,28573,59244
97520,33,2020-12-02,12.148431747901634,Ashland,27164,57290
97827,4,2020-12-02,12.117540139351712,Elgin,3301,41728
97470,25,2020-12-02,11.99788837164659,Roseburg,20837,46149
97424,23,2020-12-02,11.834928475867038,Cottage Grove,19434,46881
97523,9,2020-12-02,11.65954139137194,Cave Junction,7719,32518
97239,21,2020-12-02,11.645316918981866,Portland,18033,103921
97463,5,2020-12-02,11.502185415228894,Oakridge,4347,40287
97111,4,2020-12-02,11.254924029262803,Carlton,3554,72753
97227,6,2020-12-02,10.962908825141604,Portland,5473,67684
97404,39,2020-12-02,10.960598055196447,Eugene,35582,60196
97115,5,2020-12-02,10.771219302024988,Dundee,4642,85187
97496,9,2020-12-02,10.671093194213896,Winston,8434,42666
97540,10,2020-12-02,10.575296108291033,Talent,9456,43916
97042,3,2020-12-02,10.574550581600281,Mulino,2837,91742
97457,11,2020-12-02,10.223998512872944,Myrtle Creek,10759,46493
97423,7,2020-12-02,10.213014298220017,Coquille,6854,39358
97330,45,2020-12-02,10.095118449389807,Corvallis,44576,54916
97431,3,2020-12-02,9.983361064891847,Dexter,3005,68076
97479,10,2020-12-02,9.889240506329115,Sutherlin,10112,48659
97394,5,2020-12-02,9.805844283192783,Waldport,5099,46170
97221,12,2020-12-02,9.492919863934816,Portland,12641,113699
97205,8,2020-12-02,9.352349777881694,Portland,8554,35240
97331,3,2020-12-02,9.118541033434651,Corvallis,3290,14268
97420,26,2020-12-02,9.112894746065683,Coos Bay,28531,39114
97403,11,2020-12-02,8.66073537516731,Eugene,12701,48779
97455,2,2020-12-02,8.576329331046312,Pleasant Hill,2332,72818
97419,1,2020-12-02,8.431703204047217,Cheshire,1186,63300
97408,12,2020-12-02,8.388088913742486,Eugene,14306,69006
97375,1,2020-12-02,8.149959250203748,Scotts Mills,1227,84889
97623,2,2020-12-02,8.116883116883116,Bonanza,2464,37748
97459,12,2020-12-02,8.063974195282576,North Bend,14881,45092
97064,3,2020-12-02,8.038585209003216,Vernonia,3732,56671
97016,5,2020-12-02,7.989773090444231,Clatskanie,6258,57303
97405,38,2020-12-02,7.97364500493107,Eugene,47657,66133
97210,10,2020-12-02,7.96241738991958,Portland,12559,81797
97103,14,2020-12-02,7.664513303405234,Astoria,18266,56160
97443,2,2020-12-02,7.651109410864575,Glide,2614,57841
97411,6,2020-12-02,7.589172780166962,Bandon,7906,35720
97367,8,2020-12-02,7.215007215007215,Lincoln City,11088,41295
97467,4,2020-12-02,7.121239095602635,Reedsport,5617,38942
97438,1,2020-12-02,7.077140835102618,Fall Creek,1413,63230
97456,2,2020-12-02,6.406149903907751,Monroe,3122,59770
97495,1,2020-12-02,6.309148264984227,Winchester,1585,43619
97019,2,2020-12-02,5.808887598024978,Corbett,3443,79095
97148,2,2020-12-02,5.44069640914037,Yamhill,3676,93310
97444,3,2020-12-02,5.222841225626741,Gold Beach,5744,48135
97101,2,2020-12-02,4.978839930296241,Amity,4017,65422
97067,1,2020-12-02,4.887585532746823,Welches,2046,79013
97868,1,2020-12-02,4.82392667631452,Pilot Rock,2073,49244
97146,3,2020-12-02,4.6699875466998755,Warrenton,6424,56436
97049,1,2020-12-02,4.44247001332741,Rhododendron,2251,72083
97458,2,2020-12-02,4.189359028068705,Myrtle Point,4774,42761
97360,1,2020-12-02,3.9682539682539684,Mill City,2520,50811
97439,5,2020-12-02,3.1766200762388817,Florence,15740,40608
97040,0,2020-12-02,0.0,Mosier,1411,59364
97121,0,2020-12-02,0.0,Hammond,1678,54015
97366,0,2020-12-02,0.0,South Beach,1514,57443
97435,0,2020-12-02,0.0,Drain,2360,46710
97452,0,2020-12-02,0.0,Lowell,1661,58503
97826,0,2020-12-02,0.0,Echo,1335,53454
97828,0,2020-12-02,0.0,Enterprise,3322,66367
97846,0,2020-12-02,0.0,Joseph,2048,50136
97708,2,2020-12-02,,,,
