zip,count,date,COVID_count_per_10k,name,total_population,median_household_income
97086,540,2020-11-25,165.21340064249657,Happy Valley,32685,98590
97006,738,2020-11-25,164.76892163429338,Beaverton,44790,78544
97304,524,2020-11-25,164.59871210931365,Salem,31835,66749
97127,72,2020-11-25,160.49933125278645,Lafayette,4486,59993
97504,779,2020-11-25,158.8887982377417,Medford,49028,56873
97146,102,2020-11-25,158.77957658779576,Warrenton,6424,56436
97814,200,2020-11-25,158.70496746548167,Baker City,12602,46509
97041,51,2020-11-25,157.84586815227485,Mount Hood Parkdale,3231,73821
97401,713,2020-11-25,155.53761916188566,Eugene,45841,37586
97375,19,2020-11-25,154.84922575387122,Scotts Mills,1227,84889
97403,196,2020-11-25,154.31855759389023,Eugene,12701,48779
97886,18,2020-11-25,153.97775876817792,Weston,1169,61998
97738,32,2020-11-25,152.89058767319636,Hines,2093,51069
97089,213,2020-11-25,152.4150268336315,Damascus,13975,103250
97446,80,2020-11-25,151.2001512001512,Harrisburg,5291,59823
97306,459,2020-11-25,151.0315553946892,Salem,30391,75599
97007,728,2020-11-25,150.0845256256958,Beaverton,48506,100221
97502,443,2020-11-25,149.3795521985433,Central Point,29656,55522
97865,16,2020-11-25,147.32965009208104,Mount Vernon,1086,37356
97630,77,2020-11-25,145.5026455026455,Lakeview,5292,43584
97031,285,2020-11-25,144.94227737374766,Hood River,19663,63475
97813,19,2020-11-25,143.83043149129446,Athena,1321,59451
97381,239,2020-11-25,143.43155494208725,Silverton,16663,71467
97392,77,2020-11-25,143.09607879576288,Turner,5381,71954
97003,448,2020-11-25,141.70488692076546,Beaverton,31615,72734
97227,76,2020-11-25,138.86351178512697,Portland,5473,67684
97734,45,2020-11-25,137.952176578786,Culver,3262,53777
97137,17,2020-11-25,136.0,Saint Paul,1250,82775
97267,441,2020-11-25,135.04409603135718,Portland,32656,71640
97206,693,2020-11-25,135.02718079613427,Portland,51323,62204
97124,731,2020-11-25,133.4794120332329,Hillsboro,54765,88896
97383,138,2020-11-25,133.41067285382832,Stayton,10344,55632
97111,47,2020-11-25,132.24535734383792,Carlton,3554,72753
97222,492,2020-11-25,132.06990041070517,Portland,37253,58020
97008,396,2020-11-25,130.5379746835443,Beaverton,30336,71986
97070,323,2020-11-25,127.61250049385643,Wilsonville,25311,80835
97042,36,2020-11-25,126.89460697920339,Mulino,2837,91742
97641,16,2020-11-25,126.88342585249802,Christmas Valley,1261,27358
97038,216,2020-11-25,125.72027239392352,Molalla,17181,65790
97055,247,2020-11-25,125.39344095847294,Sandy,19698,74114
97389,22,2020-11-25,123.94366197183099,Tangent,1775,59138
97701,494,2020-11-25,123.1858760161588,Bend,40102,60820
97223,624,2020-11-25,121.80838603888499,Portland,51228,83752
97045,689,2020-11-25,121.28573440360513,Oregon City,56808,80390
97820,15,2020-11-25,121.16316639741518,Canyon City,1238,56040
97217,438,2020-11-25,120.9577200298252,Portland,36211,69277
97132,378,2020-11-25,120.46272985117436,Newberg,31379,71141
97535,70,2020-11-25,120.37833190025795,Phoenix,5815,44271
97824,21,2020-11-25,119.79463776383344,Cove,1753,62393
97101,48,2020-11-25,119.49215832710978,Amity,4017,65422
97022,46,2020-11-25,119.41848390446522,Eagle Creek,3852,75311
97524,189,2020-11-25,118.22844989365694,Eagle Point,15986,62913
97302,479,2020-11-25,117.43074282912478,Salem,40790,64161
97361,145,2020-11-25,114.97898659900088,Monmouth,12611,47043
97211,391,2020-11-25,114.71321695760598,Portland,34085,80640
97702,567,2020-11-25,114.01109949328401,Bend,49732,70425
97385,40,2020-11-25,113.41083073433514,Sublimity,3527,67784
97883,32,2020-11-25,113.31444759206799,Union,2824,45161
97067,23,2020-11-25,112.41446725317694,Welches,2046,79013
97402,615,2020-11-25,112.05655667510887,Eugene,54883,44970
97720,51,2020-11-25,111.81758386318789,Burns,4561,39203
97322,414,2020-11-25,111.45510835913312,Albany,37145,49169
97115,51,2020-11-25,109.86643688065489,Dundee,4642,85187
97479,111,2020-11-25,109.77056962025317,Sutherlin,10112,48659
97048,76,2020-11-25,109.69976905311778,Rainier,6928,55360
97215,196,2020-11-25,108.31122900088417,Portland,18096,85750
97325,80,2020-11-25,108.0642982574632,Aumsville,7403,66567
97224,400,2020-11-25,106.91470879106193,Portland,37413,78136
97355,331,2020-11-25,105.80150231740451,Lebanon,31285,51381
97023,123,2020-11-25,105.5793991416309,Estacada,11650,75268
97014,14,2020-11-25,105.50113036925396,Cascade Locks,1327,42854
97603,327,2020-11-25,104.9894047389713,Klamath Falls,31146,44512
97367,116,2020-11-25,104.61760461760461,Lincoln City,11088,41295
97321,291,2020-11-25,104.53712684556525,Albany,27837,68304
97477,398,2020-11-25,103.20773798718979,Springfield,38563,42555
97632,15,2020-11-25,102.9512697323267,Malin,1457,50988
97213,323,2020-11-25,102.31232182451694,Portland,31570,73860
97478,408,2020-11-25,101.71012614049958,Springfield,40114,55845
97419,12,2020-11-25,101.1804384485666,Cheshire,1186,63300
97759,78,2020-11-25,100.08982420120621,Sisters,7793,75337
97448,137,2020-11-25,99.62187318208261,Junction City,13752,57776
97331,32,2020-11-25,97.26443768996961,Corvallis,3290,14268
97756,391,2020-11-25,97.2636815920398,Redmond,40200,56928
97703,301,2020-11-25,97.10930442637759,Bend,30996,78610
97225,252,2020-11-25,96.6035421298781,Portland,26086,89522
97455,22,2020-11-25,94.33962264150944,Pleasant Hill,2332,72818
97035,235,2020-11-25,94.19592752926086,Lake Oswego,24948,101507
97601,222,2020-11-25,94.1395979984734,Klamath Falls,23582,36080
97540,89,2020-11-25,94.12013536379018,Talent,9456,43916
97836,19,2020-11-25,94.05940594059406,Heppner,2020,50209
97219,389,2020-11-25,93.44671855481887,Portland,41628,100306
97239,168,2020-11-25,93.16253535185493,Portland,18033,103921
97148,34,2020-11-25,92.49183895538629,Yamhill,3676,93310
97040,13,2020-11-25,92.13323883770376,Mosier,1411,59364
97404,327,2020-11-25,91.9003990781856,Eugene,35582,60196
97201,161,2020-11-25,91.82160374130261,Portland,17534,56236
97530,73,2020-11-25,91.6509730069052,Jacksonville,7965,60279
97408,131,2020-11-25,91.5699706416888,Eugene,14306,69006
97034,185,2020-11-25,91.29490722463483,Lake Oswego,20264,142163
97133,49,2020-11-25,90.95971783924261,North Plains,5387,88697
97827,30,2020-11-25,90.88155104513784,Elgin,3301,41728
97119,39,2020-11-25,89.82035928143712,Gaston,4342,86088
97027,116,2020-11-25,89.23763366412801,Gladstone,12999,68497
97232,130,2020-11-25,88.29722203355294,Portland,14723,58233
97754,181,2020-11-25,88.15507500487044,Prineville,20532,38952
97004,41,2020-11-25,87.43868628705481,Beavercreek,4689,94200
97068,264,2020-11-25,86.59712654989175,West Linn,30486,114441
97214,247,2020-11-25,86.44524551149686,Portland,28573,59244
97470,180,2020-11-25,86.38479627585545,Roseburg,20837,46149
97056,106,2020-11-25,86.34734441186055,Scappoose,12276,64162
97624,38,2020-11-25,86.10922275096307,Chiloquin,4413,35870
97467,48,2020-11-25,85.45486914723162,Reedsport,5617,38942
97140,245,2020-11-25,85.0960369559932,Sherwood,28791,103356
97051,144,2020-11-25,84.34864104967198,Saint Helens,17072,52674
97018,18,2020-11-25,83.60427310729214,Columbia City,2153,60643
97347,17,2020-11-25,83.57915437561455,Grand Ronde,2034,51190
97352,55,2020-11-25,82.37232289950576,Jefferson,6677,62500
97106,42,2020-11-25,79.71152021256405,Banks,5269,104265
97221,99,2020-11-25,78.31658887746222,Portland,12641,113699
97202,336,2020-11-25,78.09776166236664,Portland,43023,71733
97487,71,2020-11-25,77.89358200767965,Veneta,9115,54469
97438,11,2020-11-25,77.8485491861288,Fall Creek,1413,63230
97330,345,2020-11-25,77.39590811198852,Corvallis,44576,54916
97016,48,2020-11-25,76.70182166826463,Clatskanie,6258,57303
97457,82,2020-11-25,76.21526164141649,Myrtle Creek,10759,46493
97525,40,2020-11-25,75.9301442672741,Gold Hill,5268,50465
97049,17,2020-11-25,75.52199022656598,Rhododendron,2251,72083
97459,112,2020-11-25,75.2637591559707,North Bend,14881,45092
97828,25,2020-11-25,75.25586995785672,Enterprise,3322,66367
97333,169,2020-11-25,74.8483103768989,Corvallis,22579,55348
97462,30,2020-11-25,73.74631268436578,Oakland,4068,52371
97471,227,2020-11-25,73.62241753964908,Roseburg,30833,55714
97210,90,2020-11-25,71.66175650927622,Portland,12559,81797
97121,12,2020-11-25,71.51370679380214,Hammond,1678,54015
97231,32,2020-11-25,71.396697902722,Portland,4482,112694
97520,193,2020-11-25,71.04991901045501,Ashland,27164,57290
97229,502,2020-11-25,71.0243350311262,Portland,70680,119453
97370,65,2020-11-25,70.70597193516807,Philomath,9193,63322
97212,190,2020-11-25,70.66874953507401,Portland,26886,101728
97138,77,2020-11-25,69.97455470737914,Seaside,11004,48139
97495,11,2020-11-25,69.4006309148265,Winchester,1585,43619
97420,198,2020-11-25,69.3981984508079,Coos Bay,28531,39114
97374,38,2020-11-25,67.36394256337529,Scio,5641,71138
97760,55,2020-11-25,66.57789613848202,Terrebonne,8261,67439
97366,10,2020-11-25,66.05019815059445,South Beach,1514,57443
97456,20,2020-11-25,64.06149903907752,Monroe,3122,59770
97103,116,2020-11-25,63.50596737107194,Astoria,18266,56160
97846,13,2020-11-25,63.4765625,Joseph,2048,50136
97205,54,2020-11-25,63.128361000701425,Portland,8554,35240
97338,138,2020-11-25,62.91602078964165,Dallas,21934,55449
97053,21,2020-11-25,62.81782829793598,Warren,3343,70596
97463,27,2020-11-25,62.11180124223603,Oakridge,4347,40287
97753,15,2020-11-25,61.000406669377796,Powell Butte,2459,72838
97380,16,2020-11-25,60.85964244960061,Siletz,2629,48339
97348,11,2020-11-25,60.60606060606061,Halsey,1815,57874
97452,10,2020-11-25,60.20469596628537,Lowell,1661,58503
97064,22,2020-11-25,58.949624866023576,Vernonia,3732,56671
97426,61,2020-11-25,57.492931196983974,Creswell,10610,63451
97623,14,2020-11-25,56.81818181818182,Bonanza,2464,37748
97405,266,2020-11-25,55.81551503451749,Eugene,47657,66133
97469,15,2020-11-25,55.47337278106509,Riddle,2704,49123
97537,40,2020-11-25,53.828556048983984,Rogue River,7431,48920
97386,77,2020-11-25,52.87009063444109,Sweet Home,14564,44923
97424,102,2020-11-25,52.48533497993208,Cottage Grove,19434,46881
97532,14,2020-11-25,52.35602094240838,Merlin,2674,55284
97527,172,2020-11-25,49.2836676217765,Grants Pass,34900,48717
97378,46,2020-11-25,48.553937090985855,Sheridan,9474,51177
97327,15,2020-11-25,47.15498270983967,Brownsville,3181,60345
97526,171,2020-11-25,47.13210771478184,Grants Pass,36281,48330
97539,18,2020-11-25,46.89942678478374,Shady Cove,3838,40585
97435,11,2020-11-25,46.610169491525426,Drain,2360,46710
97391,28,2020-11-25,46.35761589403973,Toledo,6040,52634
97415,72,2020-11-25,46.10951008645533,Brookings,15615,41438
97443,12,2020-11-25,45.90665646518745,Glide,2614,57841
97496,38,2020-11-25,45.05572682001423,Winston,8434,42666
97141,62,2020-11-25,44.694348327566324,Tillamook,13872,50213
97396,16,2020-11-25,43.38394793926247,Willamina,3688,50511
97431,13,2020-11-25,43.261231281198,Dexter,3005,68076
97358,12,2020-11-25,40.54054054054054,Lyons,2960,65701
97017,12,2020-11-25,40.16064257028113,Colton,2988,88141
97360,10,2020-11-25,39.682539682539684,Mill City,2520,50811
97437,12,2020-11-25,39.53871499176277,Elmira,3035,59021
97417,11,2020-11-25,38.62359550561798,Canyonville,2848,40627
97444,22,2020-11-25,38.3008356545961,Gold Beach,5744,48135
97707,27,2020-11-25,37.9746835443038,Bend,7110,62308
97538,10,2020-11-25,36.76470588235294,Selma,2720,46611
97523,25,2020-11-25,32.38761497603316,Cave Junction,7719,32518
97423,21,2020-11-25,30.63904289466005,Coquille,6854,39358
97739,39,2020-11-25,28.725049716432203,La Pine,13577,48661
97439,41,2020-11-25,26.048284625158832,Florence,15740,40608
97394,13,2020-11-25,25.495195136301234,Waldport,5099,46170
97458,10,2020-11-25,20.94679514034353,Myrtle Point,4774,42761
97411,13,2020-11-25,16.44320769036175,Bandon,7906,35720
97368,-1,2020-11-25,-2.620545073375262,Otis,3816,46429
97131,-1,2020-11-25,-3.5335689045936394,Nehalem,2830,51254
97341,-1,2020-11-25,-3.816793893129771,Depoe Bay,2620,50974
97442,-1,2020-11-25,-4.014452027298274,Glendale,2491,46523
97465,-1,2020-11-25,-4.266211604095563,Port Orford,2344,34346
97544,-1,2020-11-25,-4.323389537397319,Williams,2313,42673
97112,-1,2020-11-25,-4.418912947414936,Cloverdale,2263,51011
97499,-1,2020-11-25,-4.909180166912126,Yoncalla,2037,45827
97449,-1,2020-11-25,-4.928536224741252,Lakeside,2029,39372
97498,-1,2020-11-25,-5.058168942842691,Yachats,1977,44404
97136,-1,2020-11-25,-5.277044854881266,Rockaway Beach,1895,39354
97110,-1,2020-11-25,-5.837711617046118,Cannon Beach,1713,59314
97376,-1,2020-11-25,-5.8582308142940835,Seal Rock,1707,46445
97054,-1,2020-11-25,-6.082725060827251,Deer Island,1644,71903
97497,-1,2020-11-25,-6.28140703517588,Wolf Creek,1592,44954
97107,-1,2020-11-25,-6.30119722747322,Bay City,1587,57057
97454,-1,2020-11-25,-6.5487884741322855,Marcola,1527,72283
97541,-1,2020-11-25,-6.743088334457181,Trail,1483,47643
97021,-1,2020-11-25,-7.062146892655368,Dufur,1416,58262
97344,-1,2020-11-25,-8.223684210526315,Falls City,1216,49123
97324,-1,2020-11-25,-8.250825082508252,Alsea,1212,58972
97488,-1,2020-11-25,-8.695652173913043,Vida,1150,56463
97063,-1,2020-11-25,-9.380863039399625,Tygh Valley,1066,43224
97869,-1,2020-11-25,-9.398496240601503,Prairie City,1064,39081
97708,10,2020-11-25,,,,
