zip,count,date,COVID_count_per_10k,name,total_population,median_household_income
97202,417,2020-12-02,96.92490063454431,Portland,43023,71733
97469,26,2020-12-02,96.15384615384616,Riddle,2704,49123
97462,38,2020-12-02,93.41199606686332,Oakland,4068,52371
97487,85,2020-12-02,93.25287986834887,Veneta,9115,54469
97106,49,2020-12-02,92.99677358132473,Banks,5269,104265
97467,52,2020-12-02,92.57610824283425,Reedsport,5617,38942
97040,13,2020-12-02,92.13323883770376,Mosier,1411,59364
97454,14,2020-12-02,91.683038637852,Marcola,1527,72283
97231,41,2020-12-02,91.47701918786257,Portland,4482,112694
97324,11,2020-12-02,90.75907590759076,Alsea,1212,58972
97374,51,2020-12-02,90.40950186137209,Scio,5641,71138
97333,204,2020-12-02,90.3494397448957,Corvallis,22579,55348
97229,633,2020-12-02,89.55857385398981,Portland,70680,119453
97471,274,2020-12-02,88.86582557649272,Roseburg,30833,55714
97221,111,2020-12-02,87.80950874139704,Portland,12641,113699
97330,390,2020-12-02,87.49102656137832,Corvallis,44576,54916
97138,96,2020-12-02,87.24100327153762,Seaside,11004,48139
97457,93,2020-12-02,86.43926015428943,Myrtle Creek,10759,46493
97438,12,2020-12-02,84.92569002123142,Fall Creek,1413,63230
97426,90,2020-12-02,84.82563619227145,Creswell,10610,63451
97016,53,2020-12-02,84.69159475870886,Clatskanie,6258,57303
97212,227,2020-12-02,84.43055865506211,Portland,26886,101728
97338,184,2020-12-02,83.8880277195222,Dallas,21934,55449
97370,77,2020-12-02,83.7593821385837,Philomath,9193,63322
97459,124,2020-12-02,83.32773335125327,North Bend,14881,45092
97520,226,2020-12-02,83.19835075835665,Ashland,27164,57290
97053,27,2020-12-02,80.76577924020341,Warren,3343,70596
97049,18,2020-12-02,79.96446023989338,Rhododendron,2251,72083
97210,100,2020-12-02,79.6241738991958,Portland,12559,81797
97420,224,2020-12-02,78.51109319687357,Coos Bay,28531,39114
97753,19,2020-12-02,77.26718178121187,Powell Butte,2459,72838
97495,12,2020-12-02,75.70977917981072,Winchester,1585,43619
97828,25,2020-12-02,75.25586995785672,Enterprise,3322,66367
97386,109,2020-12-02,74.84207635265037,Sweet Home,14564,44923
97463,32,2020-12-02,73.61398665746492,Oakridge,4347,40287
97205,62,2020-12-02,72.48071077858312,Portland,8554,35240
97121,12,2020-12-02,71.51370679380214,Hammond,1678,54015
97103,130,2020-12-02,71.17048067447718,Astoria,18266,56160
97532,19,2020-12-02,71.05459985041136,Merlin,2674,55284
97456,22,2020-12-02,70.46764894298526,Monroe,3122,59770
97537,51,2020-12-02,68.63140896245459,Rogue River,7431,48920
97064,25,2020-12-02,66.9882100750268,Vernonia,3732,56671
97366,10,2020-12-02,66.05019815059445,South Beach,1514,57443
97539,25,2020-12-02,65.13809275664408,Shady Cove,3838,40585
97623,16,2020-12-02,64.93506493506493,Bonanza,2464,37748
97424,125,2020-12-02,64.32026345579912,Cottage Grove,19434,46881
97405,304,2020-12-02,63.78916003944856,Eugene,47657,66133
97846,13,2020-12-02,63.4765625,Joseph,2048,50136
97527,220,2020-12-02,63.03724928366762,Grants Pass,34900,48717
97526,228,2020-12-02,62.84281028637579,Grants Pass,36281,48330
97396,23,2020-12-02,62.364425162689805,Willamina,3688,50511
97415,97,2020-12-02,62.11975664425232,Brookings,15615,41438
97141,85,2020-12-02,61.27450980392157,Tillamook,13872,50213
97391,37,2020-12-02,61.258278145695364,Toledo,6040,52634
97378,58,2020-12-02,61.220181549503906,Sheridan,9474,51177
97452,10,2020-12-02,60.20469596628537,Lowell,1661,58503
97327,19,2020-12-02,59.72964476579692,Brownsville,3181,60345
97017,17,2020-12-02,56.89424364123159,Colton,2988,88141
97707,40,2020-12-02,56.258790436005626,Bend,7110,62308
97496,47,2020-12-02,55.726820014228124,Winston,8434,42666
97538,15,2020-12-02,55.14705882352941,Selma,2720,46611
97358,16,2020-12-02,54.054054054054056,Lyons,2960,65701
97443,14,2020-12-02,53.55776587605203,Glide,2614,57841
97431,16,2020-12-02,53.24459234608985,Dexter,3005,68076
97112,12,2020-12-02,53.02695536897923,Cloverdale,2263,51011
97136,10,2020-12-02,52.770448548812666,Rockaway Beach,1895,39354
97437,16,2020-12-02,52.71828665568369,Elmira,3035,59021
97435,11,2020-12-02,46.610169491525426,Drain,2360,46710
97523,34,2020-12-02,44.0471563674051,Cave Junction,7719,32518
97360,11,2020-12-02,43.65079365079365,Mill City,2520,50811
97444,25,2020-12-02,43.523676880222844,Gold Beach,5744,48135
97739,59,2020-12-02,43.45584444280769,La Pine,13577,48661
97423,28,2020-12-02,40.85205719288007,Coquille,6854,39358
97341,10,2020-12-02,38.16793893129771,Depoe Bay,2620,50974
97368,14,2020-12-02,36.687631027253666,Otis,3816,46429
97394,18,2020-12-02,35.30103941949402,Waldport,5099,46170
97439,46,2020-12-02,29.224904701397712,Florence,15740,40608
97458,12,2020-12-02,25.136154168412233,Myrtle Point,4774,42761
97411,19,2020-12-02,24.03238047052871,Bandon,7906,35720
97131,-1,2020-12-02,-3.5335689045936394,Nehalem,2830,51254
97442,-1,2020-12-02,-4.014452027298274,Glendale,2491,46523
97465,-1,2020-12-02,-4.266211604095563,Port Orford,2344,34346
97544,-1,2020-12-02,-4.323389537397319,Williams,2313,42673
97499,-1,2020-12-02,-4.909180166912126,Yoncalla,2037,45827
97449,-1,2020-12-02,-4.928536224741252,Lakeside,2029,39372
97498,-1,2020-12-02,-5.058168942842691,Yachats,1977,44404
97110,-1,2020-12-02,-5.837711617046118,Cannon Beach,1713,59314
97376,-1,2020-12-02,-5.8582308142940835,Seal Rock,1707,46445
97054,-1,2020-12-02,-6.082725060827251,Deer Island,1644,71903
97497,-1,2020-12-02,-6.28140703517588,Wolf Creek,1592,44954
97107,-1,2020-12-02,-6.30119722747322,Bay City,1587,57057
97541,-1,2020-12-02,-6.743088334457181,Trail,1483,47643
97021,-1,2020-12-02,-7.062146892655368,Dufur,1416,58262
97344,-1,2020-12-02,-8.223684210526315,Falls City,1216,49123
97488,-1,2020-12-02,-8.695652173913043,Vida,1150,56463
97063,-1,2020-12-02,-9.380863039399625,Tygh Valley,1066,43224
97869,-1,2020-12-02,-9.398496240601503,Prairie City,1064,39081
97708,12,2020-12-02,,,,
