zip,count,date,COVID_count_per_10k,name,total_population,median_household_income
97116,45,2020-11-18,15.52634302867198,Forest Grove,28983,62657
97470,32,2020-11-18,15.357297115707636,Roseburg,20837,46149
97132,47,2020-11-18,14.978170113770355,Newberg,31379,71141
97844,6,2020-11-18,14.9514079242462,Irrigon,4013,58486
97101,6,2020-11-18,14.936519790888722,Amity,4017,65422
97068,45,2020-11-18,14.760873843731549,West Linn,30486,114441
97067,3,2020-11-18,14.662756598240469,Welches,2046,79013
97070,37,2020-11-18,14.61815021137055,Wilsonville,25311,80835
97222,54,2020-11-18,14.495476874345691,Portland,37253,58020
97223,74,2020-11-18,14.445225267431873,Portland,51228,83752
97124,79,2020-11-18,14.425271615082625,Hillsboro,54765,88896
97045,81,2020-11-18,14.258555133079849,Oregon City,56808,80390
97883,4,2020-11-18,14.164305949008499,Union,2824,45161
97111,5,2020-11-18,14.068655036578503,Carlton,3554,72753
97035,35,2020-11-18,14.029180695847362,Lake Oswego,24948,101507
97306,42,2020-11-18,13.819880885788557,Salem,30391,75599
97034,28,2020-11-18,13.81760757994473,Lake Oswego,20264,142163
97448,19,2020-11-18,13.816172193135545,Junction City,13752,57776
97524,22,2020-11-18,13.762041786563243,Eagle Point,15986,62913
97325,10,2020-11-18,13.5080372821829,Aumsville,7403,66567
97402,74,2020-11-18,13.483227957655377,Eugene,54883,44970
97003,42,2020-11-18,13.284833148821761,Beaverton,31615,72734
97408,19,2020-11-18,13.281140780092269,Eugene,14306,69006
97630,7,2020-11-18,13.227513227513228,Lakeview,5292,43584
97477,51,2020-11-18,13.225112154137385,Springfield,38563,42555
97720,6,2020-11-18,13.1550098662574,Burns,4561,39203
97062,39,2020-11-18,12.996967374279334,Tualatin,30007,86250
97471,40,2020-11-18,12.973113222845653,Roseburg,30833,55714
97023,15,2020-11-18,12.875536480686696,Estacada,11650,75268
97759,10,2020-11-18,12.832028743744386,Sisters,7793,75337
97754,26,2020-11-18,12.663159945451003,Prineville,20532,38952
97224,46,2020-11-18,12.295191510972122,Portland,37413,78136
97038,21,2020-11-18,12.222804260520343,Molalla,17181,65790
97701,49,2020-11-18,12.2188419530198,Bend,40102,60820
97444,7,2020-11-18,12.186629526462395,Gold Beach,5744,48135
97352,8,2020-11-18,11.981428785382658,Jefferson,6677,62500
97302,48,2020-11-18,11.76759009561167,Salem,40790,64161
97330,52,2020-11-18,11.665470208183777,Corvallis,44576,54916
97540,11,2020-11-18,11.632825719120135,Talent,9456,43916
97019,4,2020-11-18,11.617775196049957,Corbett,3443,79095
97333,26,2020-11-18,11.51512467336906,Corvallis,22579,55348
97702,57,2020-11-18,11.46143328239363,Bend,49732,70425
97380,3,2020-11-18,11.411182959300113,Siletz,2629,48339
97824,2,2020-11-18,11.409013120365088,Cove,1753,62393
97525,6,2020-11-18,11.389521640091116,Gold Hill,5268,50465
97304,36,2020-11-18,11.308308465525364,Salem,31835,66749
97478,45,2020-11-18,11.218028618437453,Springfield,40114,55845
97361,14,2020-11-18,11.101419395765602,Monmouth,12611,47043
97401,50,2020-11-18,10.907266420889597,Eugene,45841,37586
97148,4,2020-11-18,10.88139281828074,Yamhill,3676,93310
97396,4,2020-11-18,10.845986984815617,Willamina,3688,50511
97741,15,2020-11-18,10.81938834391229,Madras,13864,50018
97089,15,2020-11-18,10.73345259391771,Damascus,13975,103250
97703,33,2020-11-18,10.646535036778939,Bend,30996,78610
97051,18,2020-11-18,10.543580131208998,Saint Helens,17072,52674
97022,4,2020-11-18,10.384215991692628,Eagle Creek,3852,75311
97221,13,2020-11-18,10.283996519262717,Portland,12641,113699
97140,29,2020-11-18,10.072592129484908,Sherwood,28791,103356
97321,28,2020-11-18,10.058555160398031,Albany,27837,68304
97027,13,2020-11-18,10.00076928994538,Gladstone,12999,68497
97520,27,2020-11-18,9.939625975555883,Ashland,27164,57290
97219,41,2020-11-18,9.849140001921784,Portland,41628,100306
97404,35,2020-11-18,9.836434152099375,Eugene,35582,60196
97211,33,2020-11-18,9.681678157547308,Portland,34085,80640
97868,2,2020-11-18,9.64785335262904,Pilot Rock,2073,49244
97008,29,2020-11-18,9.559599156118143,Beaverton,30336,71986
97205,8,2020-11-18,9.352349777881694,Portland,8554,35240
97734,3,2020-11-18,9.196811771919068,Culver,3262,53777
97322,34,2020-11-18,9.153318077803204,Albany,37145,49169
97331,3,2020-11-18,9.118541033434651,Corvallis,3290,14268
97420,26,2020-11-18,9.112894746065683,Coos Bay,28531,39114
97056,11,2020-11-18,8.960573476702509,Scappoose,12276,64162
97601,21,2020-11-18,8.905097107963702,Klamath Falls,23582,36080
97229,62,2020-11-18,8.771929824561404,Portland,70680,119453
97383,9,2020-11-18,8.700696055684455,Stayton,10344,55632
97048,6,2020-11-18,8.660508083140877,Rainier,6928,55360
97115,4,2020-11-18,8.616975441619992,Dundee,4642,85187
97405,41,2020-11-18,8.60314329479405,Eugene,47657,66133
97886,1,2020-11-18,8.554319931565441,Weston,1169,61998
97004,4,2020-11-18,8.530603540200469,Beavercreek,4689,94200
97385,3,2020-11-18,8.505812305075136,Sublimity,3527,67784
97756,34,2020-11-18,8.457711442786069,Redmond,40200,56928
97214,24,2020-11-18,8.399538025408603,Portland,28573,59244
97338,18,2020-11-18,8.206437494301085,Dallas,21934,55449
97212,22,2020-11-18,8.182697314587518,Portland,26886,101728
97031,16,2020-11-18,8.137110308701622,Hood River,19663,63475
97137,1,2020-11-18,8.0,Saint Paul,1250,82775
97355,25,2020-11-18,7.99105002397315,Lebanon,31285,51381
97239,14,2020-11-18,7.763544612654577,Portland,18033,103921
97487,7,2020-11-18,7.679648930334613,Veneta,9115,54469
97202,33,2020-11-18,7.6703158775538665,Portland,43023,71733
97213,24,2020-11-18,7.602153943617358,Portland,31570,73860
97813,1,2020-11-18,7.57002271006813,Athena,1321,59451
97426,8,2020-11-18,7.540056550424128,Creswell,10610,63451
97826,1,2020-11-18,7.49063670411985,Echo,1335,53454
97232,11,2020-11-18,7.471303402839095,Portland,14723,58233
97201,13,2020-11-18,7.414166761720087,Portland,17534,56236
97459,11,2020-11-18,7.391976345675694,North Bend,14881,45092
97040,1,2020-11-18,7.087172218284905,Mosier,1411,59364
97403,9,2020-11-18,7.08605621604598,Eugene,12701,48779
97042,2,2020-11-18,7.049700387733521,Mulino,2837,91742
97632,1,2020-11-18,6.863417982155113,Malin,1457,50988
97603,21,2020-11-18,6.742438836447698,Klamath Falls,31146,44512
97537,5,2020-11-18,6.728569506122998,Rogue River,7431,48920
97231,3,2020-11-18,6.693440428380187,Portland,4482,112694
97210,8,2020-11-18,6.3699339119356635,Portland,12559,81797
97138,7,2020-11-18,6.361323155216285,Seaside,11004,48139
97367,7,2020-11-18,6.313131313131313,Lincoln City,11088,41295
97215,11,2020-11-18,6.07869142351901,Portland,18096,85750
97827,2,2020-11-18,6.058770069675856,Elgin,3301,41728
97760,5,2020-11-18,6.052536012589275,Terrebonne,8261,67439
97496,5,2020-11-18,5.9283851078966086,Winston,8434,42666
97424,11,2020-11-18,5.6601831841103225,Cottage Grove,19434,46881
97457,6,2020-11-18,5.57672646156706,Myrtle Creek,10759,46493
97386,8,2020-11-18,5.492996429552321,Sweet Home,14564,44923
97347,1,2020-11-18,4.916420845624385,Grand Ronde,2034,51190
97846,1,2020-11-18,4.8828125,Joseph,2048,50136
97018,1,2020-11-18,4.644681839294009,Columbia City,2153,60643
97624,2,2020-11-18,4.532064355313845,Chiloquin,4413,35870
97370,4,2020-11-18,4.351136734471881,Philomath,9193,63322
97753,1,2020-11-18,4.06669377795852,Powell Butte,2459,72838
97623,1,2020-11-18,4.058441558441558,Bonanza,2464,37748
97527,14,2020-11-18,4.011461318051576,Grants Pass,34900,48717
97526,14,2020-11-18,3.8587690526721974,Grants Pass,36281,48330
97446,2,2020-11-18,3.78000378000378,Harrisburg,5291,59823
97392,2,2020-11-18,3.7167812674224123,Turner,5381,71954
97365,4,2020-11-18,3.593567514149672,Newport,11131,46167
97225,9,2020-11-18,3.4501265046385035,Portland,26086,89522
97103,6,2020-11-18,3.2847914157451004,Astoria,18266,56160
97456,1,2020-11-18,3.2030749519538757,Monroe,3122,59770
97016,2,2020-11-18,3.1959092361776924,Clatskanie,6258,57303
97041,1,2020-11-18,3.095017022593624,Mount Hood Parkdale,3231,73821
97828,1,2020-11-18,3.0102347983142685,Enterprise,3322,66367
97053,1,2020-11-18,2.991325157044571,Warren,3343,70596
97141,4,2020-11-18,2.883506343713956,Tillamook,13872,50213
97064,1,2020-11-18,2.679528403001072,Vernonia,3732,56671
97539,1,2020-11-18,2.6055237102657633,Shady Cove,3838,40585
97119,1,2020-11-18,2.3030861354214647,Gaston,4342,86088
97463,1,2020-11-18,2.3004370830457788,Oakridge,4347,40287
97394,1,2020-11-18,1.9611688566385566,Waldport,5099,46170
97439,3,2020-11-18,1.9059720457433291,Florence,15740,40608
97106,1,2020-11-18,1.8978933383943823,Banks,5269,104265
97739,2,2020-11-18,1.473079472637549,La Pine,13577,48661
97707,1,2020-11-18,1.4064697609001406,Bend,7110,62308
97415,2,2020-11-18,1.2808197246237591,Brookings,15615,41438
97411,1,2020-11-18,1.2648621300278269,Bandon,7906,35720
97017,0,2020-11-18,0.0,Colton,2988,88141
97121,0,2020-11-18,0.0,Hammond,1678,54015
97146,0,2020-11-18,0.0,Warrenton,6424,56436
97366,0,2020-11-18,0.0,South Beach,1514,57443
97374,0,2020-11-18,0.0,Scio,5641,71138
97378,0,2020-11-18,0.0,Sheridan,9474,51177
97389,0,2020-11-18,0.0,Tangent,1775,59138
97391,0,2020-11-18,0.0,Toledo,6040,52634
97419,0,2020-11-18,0.0,Cheshire,1186,63300
97423,0,2020-11-18,0.0,Coquille,6854,39358
97438,0,2020-11-18,0.0,Fall Creek,1413,63230
97443,0,2020-11-18,0.0,Glide,2614,57841
97455,0,2020-11-18,0.0,Pleasant Hill,2332,72818
97523,0,2020-11-18,0.0,Cave Junction,7719,32518
97836,0,2020-11-18,0.0,Heppner,2020,50209
